latitude,longitude,e2008g_N,e2008g_n,p
40.2841,-74.6367,2,2,1
40.3089,-74.6367,2,2,1
40.3101,-74.6367,2,2,1
40.3107,-74.6367,2,1,0.5
40.2531,-74.6366,3,2,0.666666667
40.3285,-74.6366,2,1,0.5
40.3287,-74.6366,3,3,1
40.2869,-74.6365,3,3,1
40.3072,-74.6365,2,2,1
40.3112,-74.6365,2,2,1
40.3083,-74.6364,2,0,0
40.3103,-74.6364,2,0,0
40.3284,-74.6364,5,4,0.8
40.3286,-74.6364,3,3,1
40.3301,-74.6364,2,1,0.5
40.2796,-74.6363,3,2,0.666666667
40.3077,-74.6363,2,0,0
40.3084,-74.6363,2,2,1
40.3086,-74.6363,2,2,1
40.3109,-74.6363,1,0,0
40.2532,-74.6362,1,1,1
40.3093,-74.6362,1,0,0
40.3104,-74.6362,1,1,1
40.3106,-74.6362,1,0,0
40.3284,-74.6362,1,1,1
40.33,-74.6362,2,2,1
40.3076,-74.6361,2,2,1
40.3081,-74.6361,2,0,0
40.3088,-74.6361,2,2,1
40.3155,-74.6361,5,5,1
40.3156,-74.6361,1,1,1
40.3281,-74.6361,3,2,0.666666667
40.3301,-74.6361,6,2,0.333333333
40.2821,-74.636,2,2,1
40.3094,-74.636,1,0,0
40.314,-74.636,3,2,0.666666667
40.3155,-74.636,1,1,1
40.3156,-74.636,1,1,1
40.3283,-74.636,3,2,0.666666667
40.3298,-74.636,1,1,1
40.2795,-74.6359,2,2,1
40.2874,-74.6359,2,0,0
40.2919,-74.6359,1,0,0
40.3076,-74.6359,4,1,0.25
40.3088,-74.6359,2,2,1
40.3095,-74.6359,3,2,0.666666667
40.3155,-74.6359,5,2,0.4
40.3156,-74.6359,1,0,0
40.3265,-74.6359,2,2,1
40.328,-74.6359,2,0,0
40.3282,-74.6359,2,2,1
40.333,-74.6359,1,1,1
40.2533,-74.6358,4,4,1
40.2879,-74.6358,2,2,1
40.314,-74.6358,3,3,1
40.3155,-74.6358,2,1,0.5
40.3156,-74.6358,3,1,0.333333333
40.3299,-74.6358,2,1,0.5
40.2795,-74.6357,1,0,0
40.2883,-74.6357,2,2,1
40.3095,-74.6357,2,2,1
40.314,-74.6357,2,2,1
40.3141,-74.6357,2,2,1
40.3155,-74.6357,4,2,0.5
40.3157,-74.6357,2,2,1
40.3276,-74.6357,1,0,0
40.328,-74.6357,3,0,0
40.3296,-74.6357,2,2,1
40.3298,-74.6357,4,3,0.75
40.309,-74.6356,2,2,1
40.3141,-74.6356,4,3,0.75
40.3151,-74.6356,2,1,0.5
40.3155,-74.6356,2,1,0.5
40.3157,-74.6356,1,1,1
40.3262,-74.6356,2,0,0
40.3277,-74.6356,3,3,1
40.3294,-74.6356,1,0,0
40.3297,-74.6356,1,0,0
40.2888,-74.6355,1,1,1
40.3141,-74.6355,5,3,0.6
40.315,-74.6355,11,9,0.818181818
40.2819,-74.6354,1,1,1
40.2867,-74.6354,7,6,0.857142857
40.2892,-74.6354,2,2,1
40.3141,-74.6354,3,2,0.666666667
40.3149,-74.6354,9,4,0.444444444
40.315,-74.6354,19,12,0.631578947
40.3258,-74.6354,2,2,1
40.3261,-74.6354,2,2,1
40.3296,-74.6354,1,0,0
40.2897,-74.6353,2,2,1
40.308,-74.6353,1,0,0
40.3142,-74.6353,5,4,0.8
40.3257,-74.6353,1,1,1
40.3295,-74.6353,2,1,0.5
40.3142,-74.6352,1,0,0
40.3143,-74.6352,2,2,1
40.32,-74.6352,1,1,1
40.3274,-74.6352,2,2,1
40.3282,-74.6352,3,2,0.666666667
40.3294,-74.6352,1,1,1
40.2534,-74.6351,2,0,0
40.3141,-74.6351,2,2,1
40.3143,-74.6351,2,1,0.5
40.3144,-74.6351,1,1,1
40.3256,-74.6351,3,2,0.666666667
40.3276,-74.6351,2,1,0.5
40.2795,-74.635,7,6,0.857142857
40.3142,-74.635,4,4,1
40.3144,-74.635,2,2,1
40.3145,-74.635,2,1,0.5
40.3281,-74.635,1,1,1
40.3143,-74.6349,3,2,0.666666667
40.3153,-74.6349,3,3,1
40.3272,-74.6349,2,1,0.5
40.3274,-74.6349,1,1,1
40.3292,-74.6349,2,2,1
40.2795,-74.6348,4,3,0.75
40.2797,-74.6348,5,4,0.8
40.2818,-74.6348,2,2,1
40.2917,-74.6348,2,2,1
40.2918,-74.6348,2,2,1
40.3146,-74.6348,1,0,0
40.3147,-74.6348,2,2,1
40.3153,-74.6348,1,0,0
40.3154,-74.6348,5,2,0.4
40.326,-74.6348,2,2,1
40.3291,-74.6348,1,1,1
40.331,-74.6348,1,0,0
40.2795,-74.6347,4,3,0.75
40.2797,-74.6347,1,1,1
40.2798,-74.6347,2,2,1
40.2866,-74.6347,2,0,0
40.2919,-74.6347,1,0,0
40.3152,-74.6347,4,1,0.25
40.3153,-74.6347,5,5,1
40.3288,-74.6347,2,2,1
40.2795,-74.6346,3,3,1
40.2816,-74.6346,6,6,1
40.2818,-74.6346,2,2,1
40.2866,-74.6346,6,4,0.666666667
40.2868,-74.6346,9,4,0.444444444
40.2916,-74.6346,2,2,1
40.2917,-74.6346,3,2,0.666666667
40.3149,-74.6346,2,2,1
40.315,-74.6346,2,2,1
40.3153,-74.6346,3,2,0.666666667
40.3308,-74.6346,3,2,0.666666667
40.2867,-74.6345,4,2,0.5
40.3151,-74.6345,2,0,0
40.3262,-74.6345,2,2,1
40.3269,-74.6345,1,0,0
40.3288,-74.6345,1,1,1
40.2805,-74.6344,2,2,1
40.3149,-74.6344,3,0,0
40.3151,-74.6344,8,4,0.5
40.3246,-74.6344,3,3,1
40.3263,-74.6344,2,2,1
40.327,-74.6344,2,2,1
40.3286,-74.6344,1,1,1
40.3288,-74.6344,2,2,1
40.331,-74.6344,2,2,1
40.3264,-74.6343,4,3,0.75
40.2934,-74.6342,1,0,0
40.2941,-74.6342,2,2,1
40.3262,-74.6342,1,1,1
40.3266,-74.6342,1,1,1
40.3286,-74.6342,4,3,0.75
40.3306,-74.6342,1,1,1
40.3308,-74.6342,2,2,1
40.2537,-74.6341,1,0,0
40.2814,-74.6341,2,2,1
40.2939,-74.6341,2,2,1
40.3284,-74.6341,1,1,1
40.2814,-74.634,8,6,0.75
40.2815,-74.634,4,2,0.5
40.2816,-74.634,2,2,1
40.3241,-74.634,2,2,1
40.325,-74.634,2,2,1
40.3307,-74.634,2,2,1
40.2814,-74.6339,2,1,0.5
40.2816,-74.6339,4,4,1
40.2955,-74.6339,2,2,1
40.3264,-74.6339,2,1,0.5
40.3266,-74.6339,3,3,1
40.3282,-74.6339,1,1,1
40.3402,-74.6339,2,1,0.5
40.2816,-74.6338,3,3,1
40.2914,-74.6338,2,1,0.5
40.2916,-74.6338,2,2,1
40.3266,-74.6338,5,5,1
40.3285,-74.6338,1,1,1
40.3303,-74.6338,1,1,1
40.3305,-74.6338,1,0,0
40.3403,-74.6338,2,2,1
40.2538,-74.6337,2,2,1
40.2816,-74.6337,2,2,1
40.2931,-74.6337,4,2,0.5
40.3285,-74.6337,3,3,1
40.3301,-74.6337,1,1,1
40.2874,-74.6336,1,0,0
40.3304,-74.6336,3,2,0.666666667
40.2966,-74.6335,2,2,1
40.3238,-74.6335,2,2,1
40.3253,-74.6335,3,3,1
40.3279,-74.6335,3,3,1
40.33,-74.6335,1,1,1
40.2767,-74.6334,4,3,0.75
40.3302,-74.6334,2,2,1
40.2772,-74.6333,3,2,0.666666667
40.2975,-74.6333,3,2,0.666666667
40.2977,-74.6333,2,2,1
40.3237,-74.6333,2,2,1
40.326,-74.6333,1,1,1
40.3299,-74.6333,2,2,1
40.2539,-74.6332,1,0,0
40.2762,-74.6332,1,1,1
40.2774,-74.6332,2,1,0.5
40.2876,-74.6332,1,0,0
40.3276,-74.6332,2,1,0.5
40.3301,-74.6332,3,2,0.666666667
40.2874,-74.6331,4,4,1
40.3298,-74.6331,2,2,1
40.2779,-74.633,2,1,0.5
40.2822,-74.633,3,3,1
40.2913,-74.633,2,0,0
40.3257,-74.633,2,1,0.5
40.2759,-74.6329,2,0,0
40.278,-74.6329,4,1,0.25
40.2915,-74.6329,3,3,1
40.2916,-74.6329,4,3,0.75
40.2917,-74.6329,2,2,1
40.2993,-74.6329,2,2,1
40.2995,-74.6329,4,3,0.75
40.3002,-74.6329,1,0,0
40.3234,-74.6329,1,1,1
40.3256,-74.6329,2,2,1
40.3259,-74.6329,1,1,1
40.3397,-74.6329,3,0,0
40.2875,-74.6328,4,3,0.75
40.2914,-74.6328,2,2,1
40.3166,-74.6328,1,0,0
40.3257,-74.6328,3,2,0.666666667
40.3296,-74.6328,1,0,0
40.254,-74.6327,2,2,1
40.2754,-74.6327,1,1,1
40.2912,-74.6327,1,0,0
40.2913,-74.6327,1,1,1
40.2914,-74.6327,2,2,1
40.2915,-74.6327,6,5,0.833333333
40.2916,-74.6327,2,0,0
40.301,-74.6327,1,0,0
40.3233,-74.6327,4,3,0.75
40.326,-74.6327,2,1,0.5
40.3273,-74.6327,2,2,1
40.3295,-74.6327,1,1,1
40.3395,-74.6327,1,1,1
40.2873,-74.6326,1,0,0
40.3231,-74.6326,3,1,0.333333333
40.3258,-74.6326,2,2,1
40.3272,-74.6326,4,3,0.75
40.2781,-74.6325,10,4,0.4
40.3008,-74.6325,3,2,0.666666667
40.3012,-74.6325,2,2,1
40.3021,-74.6325,2,1,0.5
40.3023,-74.6325,2,2,1
40.3024,-74.6325,2,2,1
40.3072,-74.6325,2,0,0
40.3076,-74.6325,1,1,1
40.3159,-74.6325,2,1,0.5
40.326,-74.6325,2,1,0.5
40.3391,-74.6325,2,2,1
40.301,-74.6324,2,1,0.5
40.3017,-74.6324,2,1,0.5
40.3026,-74.6324,2,2,1
40.3029,-74.6324,4,2,0.5
40.3063,-74.6324,2,2,1
40.3065,-74.6324,3,2,0.666666667
40.3068,-74.6324,4,3,0.75
40.323,-74.6324,4,2,0.5
40.3262,-74.6324,2,2,1
40.2874,-74.6323,3,2,0.666666667
40.3022,-74.6323,2,2,1
40.3063,-74.6323,5,4,0.8
40.3064,-74.6323,1,1,1
40.3065,-74.6323,4,2,0.5
40.3261,-74.6323,1,1,1
40.3027,-74.6322,3,3,1
40.3053,-74.6322,1,0,0
40.3055,-74.6322,2,1,0.5
40.3057,-74.6322,3,1,0.333333333
40.3226,-74.6322,4,2,0.5
40.3228,-74.6322,6,4,0.666666667
40.3229,-74.6322,10,9,0.9
40.2872,-74.6321,2,2,1
40.2912,-74.6321,2,1,0.5
40.3031,-74.6321,3,0,0
40.3036,-74.6321,5,3,0.6
40.3047,-74.6321,2,2,1
40.3049,-74.6321,2,2,1
40.3051,-74.6321,3,2,0.666666667
40.3227,-74.6321,4,4,1
40.327,-74.6321,5,2,0.4
40.2781,-74.632,2,2,1
40.2835,-74.632,4,2,0.5
40.3041,-74.632,2,2,1
40.3091,-74.632,3,2,0.666666667
40.3228,-74.632,4,4,1
40.2781,-74.6319,4,2,0.5
40.2834,-74.6319,6,3,0.5
40.2835,-74.6319,12,8,0.666666667
40.2542,-74.6318,2,2,1
40.2832,-74.6318,6,4,0.666666667
40.2833,-74.6318,5,4,0.8
40.3008,-74.6318,2,0,0
40.3381,-74.6318,3,0,0
40.2832,-74.6317,4,2,0.5
40.2834,-74.6317,6,3,0.5
40.2869,-74.6317,3,3,1
40.2978,-74.6317,5,4,0.8
40.2979,-74.6317,8,6,0.75
40.309,-74.6317,2,1,0.5
40.3267,-74.6317,7,6,0.857142857
40.3268,-74.6317,1,1,1
40.2765,-74.6316,1,0,0
40.2833,-74.6316,6,5,0.833333333
40.2911,-74.6316,3,3,1
40.2967,-74.6316,7,2,0.285714286
40.3266,-74.6316,1,0,0
40.287,-74.6315,3,1,0.333333333
40.2967,-74.6315,1,1,1
40.2978,-74.6315,5,3,0.6
40.2979,-74.6315,10,7,0.7
40.3041,-74.6315,2,1,0.5
40.3221,-74.6315,2,2,1
40.3263,-74.6315,1,0,0
40.3266,-74.6315,2,2,1
40.278,-74.6314,3,2,0.666666667
40.2911,-74.6314,2,2,1
40.2967,-74.6314,1,1,1
40.2968,-74.6314,8,7,0.875
40.3095,-74.6314,1,0,0
40.3265,-74.6314,1,1,1
40.2838,-74.6313,1,1,1
40.2919,-74.6313,3,3,1
40.2866,-74.6312,6,3,0.5
40.2917,-74.6312,2,2,1
40.2925,-74.6312,3,2,0.666666667
40.3219,-74.6312,2,2,1
40.3263,-74.6312,2,2,1
40.2865,-74.6311,1,0,0
40.2866,-74.6311,2,1,0.5
40.2922,-74.6311,2,2,1
40.3007,-74.6311,2,0,0
40.3042,-74.6311,2,2,1
40.3254,-74.6311,4,4,1
40.3262,-74.6311,1,1,1
40.2779,-74.631,1,1,1
40.2865,-74.631,1,1,1
40.2927,-74.631,2,1,0.5
40.293,-74.631,3,2,0.666666667
40.2946,-74.631,2,2,1
40.3008,-74.631,2,2,1
40.3096,-74.631,2,1,0.5
40.3098,-74.631,3,3,1
40.3218,-74.631,6,3,0.5
40.3252,-74.631,2,2,1
40.3253,-74.631,1,1,1
40.3255,-74.631,4,4,1
40.3262,-74.631,2,2,1
40.2779,-74.6309,4,3,0.75
40.2945,-74.6309,4,3,0.75
40.3007,-74.6309,5,4,0.8
40.3008,-74.6309,6,5,0.833333333
40.3014,-74.6309,1,1,1
40.3217,-74.6309,4,2,0.5
40.3256,-74.6309,4,3,0.75
40.2842,-74.6308,6,4,0.666666667
40.2932,-74.6308,2,2,1
40.2935,-74.6308,1,1,1
40.3007,-74.6308,3,3,1
40.3008,-74.6308,2,2,1
40.3013,-74.6308,1,0,0
40.3018,-74.6308,2,2,1
40.3022,-74.6308,1,0,0
40.3098,-74.6308,3,2,0.666666667
40.3216,-74.6308,1,1,1
40.3217,-74.6308,3,2,0.666666667
40.3254,-74.6308,3,2,0.666666667
40.3256,-74.6308,4,4,1
40.2471,-74.6307,2,2,1
40.2776,-74.6307,7,6,0.857142857
40.2841,-74.6307,3,3,1
40.2843,-74.6307,8,6,0.75
40.2945,-74.6307,3,3,1
40.3007,-74.6307,1,1,1
40.3008,-74.6307,3,0,0
40.3017,-74.6307,3,2,0.666666667
40.3022,-74.6307,2,2,1
40.3026,-74.6307,3,1,0.333333333
40.3044,-74.6307,2,2,1
40.3063,-74.6307,2,1,0.5
40.3216,-74.6307,1,0,0
40.3255,-74.6307,4,4,1
40.3257,-74.6307,4,3,0.75
40.2778,-74.6306,1,1,1
40.2841,-74.6306,1,0,0
40.2843,-74.6306,3,2,0.666666667
40.2945,-74.6306,1,0,0
40.2947,-74.6306,2,1,0.5
40.3007,-74.6306,3,1,0.333333333
40.3008,-74.6306,1,0,0
40.3063,-74.6306,2,2,1
40.3069,-74.6306,2,1,0.5
40.3099,-74.6306,2,2,1
40.3102,-74.6306,2,1,0.5
40.3215,-74.6306,5,4,0.8
40.3255,-74.6306,1,1,1
40.3258,-74.6306,2,2,1
40.2775,-74.6305,4,3,0.75
40.2776,-74.6305,4,4,1
40.2777,-74.6305,6,6,1
40.2778,-74.6305,2,1,0.5
40.2935,-74.6305,2,1,0.5
40.2945,-74.6305,3,1,0.333333333
40.2947,-74.6305,1,1,1
40.3007,-74.6305,6,4,0.666666667
40.3031,-74.6305,1,1,1
40.3065,-74.6305,1,1,1
40.3072,-74.6305,2,2,1
40.31,-74.6305,9,6,0.666666667
40.3214,-74.6305,5,5,1
40.3256,-74.6305,4,3,0.75
40.2798,-74.6304,3,2,0.666666667
40.2944,-74.6304,4,2,0.5
40.2946,-74.6304,3,2,0.666666667
40.3006,-74.6304,1,0,0
40.3069,-74.6304,5,3,0.6
40.3074,-74.6304,1,1,1
40.3102,-74.6304,6,4,0.666666667
40.3213,-74.6304,3,3,1
40.3214,-74.6304,2,2,1
40.2472,-74.6303,2,2,1
40.2794,-74.6303,3,2,0.666666667
40.2816,-74.6303,2,2,1
40.2908,-74.6303,1,1,1
40.2939,-74.6303,1,1,1
40.2944,-74.6303,2,2,1
40.2946,-74.6303,3,3,1
40.3006,-74.6303,4,3,0.75
40.3031,-74.6303,2,2,1
40.3044,-74.6303,2,2,1
40.3046,-74.6303,2,2,1
40.3073,-74.6303,2,2,1
40.3077,-74.6303,3,2,0.666666667
40.2944,-74.6302,1,0,0
40.2946,-74.6302,3,3,1
40.3006,-74.6302,2,2,1
40.3032,-74.6302,2,2,1
40.3058,-74.6302,1,0,0
40.308,-74.6302,2,2,1
40.3276,-74.6302,2,2,1
40.3277,-74.6302,1,1,1
40.2777,-74.6301,4,3,0.75
40.2944,-74.6301,2,2,1
40.3006,-74.6301,2,2,1
40.3056,-74.6301,2,2,1
40.3077,-74.6301,2,2,1
40.3078,-74.6301,4,3,0.75
40.3103,-74.6301,1,0,0
40.3254,-74.6301,4,3,0.75
40.279,-74.63,2,1,0.5
40.2851,-74.63,10,7,0.7
40.2944,-74.63,2,1,0.5
40.3006,-74.63,4,2,0.5
40.3082,-74.63,3,3,1
40.3087,-74.63,1,1,1
40.2851,-74.6299,5,3,0.6
40.2853,-74.6299,9,8,0.888888889
40.2862,-74.6299,4,2,0.5
40.2908,-74.6299,2,2,1
40.2943,-74.6299,1,1,1
40.2945,-74.6299,4,4,1
40.2946,-74.6299,4,3,0.75
40.2947,-74.6299,2,1,0.5
40.2948,-74.6299,8,6,0.75
40.3006,-74.6299,3,2,0.666666667
40.3033,-74.6299,3,2,0.666666667
40.3047,-74.6299,2,2,1
40.3105,-74.6299,3,2,0.666666667
40.2804,-74.6298,2,2,1
40.2805,-74.6298,3,2,0.666666667
40.2853,-74.6298,5,4,0.8
40.2863,-74.6298,2,2,1
40.2909,-74.6298,2,2,1
40.291,-74.6298,5,4,0.8
40.2911,-74.6298,5,4,0.8
40.2912,-74.6298,9,4,0.444444444
40.2945,-74.6298,4,3,0.75
40.2946,-74.6298,2,2,1
40.3006,-74.6298,3,2,0.666666667
40.3045,-74.6298,1,0,0
40.3086,-74.6298,3,3,1
40.3273,-74.6298,1,1,1
40.2792,-74.6297,2,2,1
40.2861,-74.6297,4,2,0.5
40.2863,-74.6297,6,4,0.666666667
40.2908,-74.6297,2,2,1
40.2909,-74.6297,4,4,1
40.2946,-74.6297,2,1,0.5
40.2947,-74.6297,1,1,1
40.3089,-74.6297,2,2,1
40.3106,-74.6297,2,2,1
40.2779,-74.6296,2,2,1
40.2861,-74.6296,2,2,1
40.2863,-74.6296,2,0,0
40.291,-74.6296,3,3,1
40.2911,-74.6296,4,4,1
40.2912,-74.6296,2,2,1
40.3055,-74.6296,2,2,1
40.3093,-74.6296,2,2,1
40.3249,-74.6296,2,2,1
40.2535,-74.6295,3,0,0
40.2537,-74.6295,4,4,1
40.2861,-74.6295,3,2,0.666666667
40.2863,-74.6295,2,2,1
40.3049,-74.6295,3,2,0.666666667
40.3057,-74.6295,2,2,1
40.3092,-74.6295,2,0,0
40.2537,-74.6294,2,2,1
40.2762,-74.6294,3,2,0.666666667
40.2763,-74.6294,6,4,0.666666667
40.2764,-74.6294,2,0,0
40.2861,-74.6294,4,1,0.25
40.2863,-74.6294,2,2,1
40.3032,-74.6294,3,2,0.666666667
40.3046,-74.6294,1,0,0
40.3048,-74.6294,2,1,0.5
40.3056,-74.6294,2,2,1
40.306,-74.6294,1,1,1
40.3093,-74.6294,6,5,0.833333333
40.3095,-74.6294,2,0,0
40.3249,-74.6294,3,3,1
40.327,-74.6294,1,1,1
40.2804,-74.6293,1,0,0
40.2805,-74.6293,4,4,1
40.2861,-74.6293,6,2,0.333333333
40.2862,-74.6293,1,1,1
40.3032,-74.6293,2,1,0.5
40.3048,-74.6293,3,0,0
40.3095,-74.6293,2,2,1
40.2763,-74.6292,6,5,0.833333333
40.2766,-74.6292,2,2,1
40.2767,-74.6292,2,2,1
40.2861,-74.6292,2,2,1
40.2862,-74.6292,3,2,0.666666667
40.3047,-74.6292,3,3,1
40.3059,-74.6292,1,1,1
40.3063,-74.6292,3,2,0.666666667
40.3245,-74.6292,2,2,1
40.3247,-74.6292,1,1,1
40.3248,-74.6292,7,4,0.571428571
40.3251,-74.6292,2,2,1
40.2769,-74.6291,3,2,0.666666667
40.2778,-74.6291,2,2,1
40.2789,-74.6291,5,1,0.2
40.2862,-74.6291,3,3,1
40.3062,-74.6291,4,4,1
40.3065,-74.6291,2,2,1
40.3268,-74.6291,3,2,0.666666667
40.2476,-74.629,3,2,0.666666667
40.3068,-74.629,2,2,1
40.2803,-74.6289,1,0,0
40.2804,-74.6289,4,2,0.5
40.286,-74.6289,3,2,0.666666667
40.2942,-74.6289,6,5,0.833333333
40.3032,-74.6289,2,2,1
40.3065,-74.6289,2,0,0
40.3031,-74.6288,3,2,0.666666667
40.3032,-74.6288,2,2,1
40.3068,-74.6288,2,0,0
40.3071,-74.6288,1,0,0
40.3243,-74.6288,1,1,1
40.3245,-74.6288,1,0,0
40.2522,-74.6287,3,2,0.666666667
40.2523,-74.6287,6,6,1
40.2788,-74.6287,2,2,1
40.2942,-74.6287,3,2,0.666666667
40.307,-74.6287,2,2,1
40.3074,-74.6287,2,2,1
40.3265,-74.6287,1,0,0
40.2524,-74.6286,2,0,0
40.2812,-74.6286,2,2,1
40.2942,-74.6286,3,3,1
40.3048,-74.6286,2,2,1
40.2521,-74.6285,5,5,1
40.2522,-74.6285,5,2,0.4
40.2523,-74.6285,7,5,0.714285714
40.2551,-74.6285,1,1,1
40.3073,-74.6285,1,1,1
40.3077,-74.6285,4,4,1
40.324,-74.6285,1,1,1
40.3242,-74.6285,2,2,1
40.2803,-74.6284,2,2,1
40.2942,-74.6284,2,2,1
40.3076,-74.6284,2,1,0.5
40.308,-74.6284,3,2,0.666666667
40.279,-74.6283,3,2,0.666666667
40.3083,-74.6283,2,2,1
40.2788,-74.6282,2,1,0.5
40.3051,-74.6282,2,2,1
40.3079,-74.6282,5,4,0.8
40.3086,-74.6282,2,1,0.5
40.3238,-74.6282,2,1,0.5
40.3258,-74.6282,2,2,1
40.3082,-74.6281,4,3,0.75
40.3089,-74.6281,2,2,1
40.324,-74.6281,2,1,0.5
40.2801,-74.628,4,2,0.5
40.305,-74.628,3,2,0.666666667
40.3085,-74.628,3,3,1
40.3237,-74.628,3,0,0
40.3239,-74.628,2,1,0.5
40.3259,-74.628,2,1,0.5
40.2802,-74.6279,3,2,0.666666667
40.3088,-74.6279,3,2,0.666666667
40.3236,-74.6279,2,2,1
40.3238,-74.6279,2,1,0.5
40.2479,-74.6278,1,1,1
40.2761,-74.6278,9,6,0.666666667
40.2787,-74.6278,2,0,0
40.2789,-74.6278,2,2,1
40.3052,-74.6278,3,0,0
40.309,-74.6278,2,2,1
40.3097,-74.6278,2,2,1
40.3098,-74.6278,3,2,0.666666667
40.3237,-74.6278,1,0,0
40.2762,-74.6277,4,4,1
40.2763,-74.6277,1,1,1
40.3094,-74.6277,2,2,1
40.3099,-74.6277,2,0,0
40.3122,-74.6277,1,0,0
40.3234,-74.6277,2,1,0.5
40.276,-74.6276,3,3,1
40.2761,-74.6276,5,2,0.4
40.2768,-74.6276,2,1,0.5
40.2809,-74.6276,3,0,0
40.3096,-74.6276,1,1,1
40.3097,-74.6276,5,4,0.8
40.3098,-74.6276,2,2,1
40.3099,-74.6276,3,1,0.333333333
40.2763,-74.6275,2,2,1
40.2799,-74.6275,1,0,0
40.3051,-74.6275,2,2,1
40.3089,-74.6275,2,2,1
40.2773,-74.6274,1,0,0
40.2801,-74.6274,4,4,1
40.3051,-74.6274,3,3,1
40.3124,-74.6274,1,1,1
40.2774,-74.6273,6,4,0.666666667
40.2775,-74.6273,7,4,0.571428571
40.2786,-74.6273,3,0,0
40.2788,-74.6273,2,1,0.5
40.2809,-74.6273,1,1,1
40.2932,-74.6273,7,5,0.714285714
40.3039,-74.6273,4,2,0.5
40.304,-74.6273,6,5,0.833333333
40.3047,-74.6273,1,1,1
40.3125,-74.6273,2,2,1
40.2761,-74.6272,4,3,0.75
40.2781,-74.6272,4,3,0.75
40.2813,-74.6272,2,2,1
40.3042,-74.6272,3,3,1
40.3043,-74.6272,2,0,0
40.3051,-74.6272,2,2,1
40.2816,-74.6271,1,1,1
40.2931,-74.6271,2,2,1
40.2932,-74.6271,4,1,0.25
40.2945,-74.6271,1,1,1
40.304,-74.6271,2,1,0.5
40.3041,-74.6271,2,2,1
40.3127,-74.6271,3,3,1
40.2934,-74.627,1,0,0
40.2947,-74.627,2,1,0.5
40.3251,-74.627,2,2,1
40.2785,-74.6269,1,0,0
40.2834,-74.6269,2,2,1
40.2935,-74.6269,2,1,0.5
40.2937,-74.6269,2,2,1
40.2941,-74.6269,1,1,1
40.2946,-74.6269,4,2,0.5
40.2799,-74.6268,3,3,1
40.2939,-74.6268,1,1,1
40.2949,-74.6268,8,6,0.75
40.2951,-74.6268,3,3,1
40.325,-74.6268,2,2,1
40.276,-74.6267,6,4,0.666666667
40.2791,-74.6267,2,2,1
40.2949,-74.6267,1,1,1
40.2951,-74.6267,2,2,1
40.3128,-74.6267,3,3,1
40.295,-74.6266,2,2,1
40.3128,-74.6266,3,0,0
40.3248,-74.6266,3,2,0.666666667
40.2832,-74.6264,2,1,0.5
40.2952,-74.6264,1,0,0
40.3089,-74.6264,2,1,0.5
40.3096,-74.6264,2,2,1
40.3097,-74.6264,5,3,0.6
40.3247,-74.6264,1,1,1
40.2795,-74.6263,3,2,0.666666667
40.2832,-74.6263,1,1,1
40.3102,-74.6263,1,1,1
40.2492,-74.6262,3,2,0.666666667
40.2955,-74.6262,1,1,1
40.3108,-74.6262,3,3,1
40.3127,-74.6262,1,1,1
40.3245,-74.6262,4,3,0.75
40.2759,-74.6261,3,2,0.666666667
40.2792,-74.6261,2,1,0.5
40.2794,-74.6261,2,2,1
40.2849,-74.6261,2,2,1
40.2854,-74.6261,6,5,0.833333333
40.2954,-74.6261,1,1,1
40.311,-74.6261,1,1,1
40.3111,-74.6261,4,4,1
40.3244,-74.6261,1,1,1
40.2791,-74.626,1,1,1
40.2793,-74.626,2,1,0.5
40.2794,-74.626,1,0,0
40.285,-74.626,1,1,1
40.2853,-74.626,3,2,0.666666667
40.3105,-74.626,2,0,0
40.3106,-74.626,3,1,0.333333333
40.3108,-74.626,1,1,1
40.3115,-74.626,2,2,1
40.3127,-74.626,3,2,0.666666667
40.2511,-74.6259,2,2,1
40.2791,-74.6259,2,2,1
40.2793,-74.6259,2,2,1
40.2862,-74.6259,2,2,1
40.2957,-74.6259,5,5,1
40.2959,-74.6259,1,0,0
40.3109,-74.6259,1,1,1
40.3121,-74.6259,1,1,1
40.3127,-74.6259,2,2,1
40.2485,-74.6258,3,3,1
40.2866,-74.6258,2,2,1
40.2868,-74.6258,2,2,1
40.2955,-74.6258,2,2,1
40.2956,-74.6258,3,2,0.666666667
40.2957,-74.6258,1,1,1
40.2958,-74.6258,3,3,1
40.2959,-74.6258,4,2,0.5
40.3114,-74.6258,1,1,1
40.3115,-74.6258,2,2,1
40.3116,-74.6258,1,1,1
40.3123,-74.6258,3,2,0.666666667
40.3125,-74.6258,1,0,0
40.2872,-74.6257,2,2,1
40.2958,-74.6257,4,4,1
40.3013,-74.6257,2,2,1
40.3118,-74.6257,1,1,1
40.3121,-74.6257,2,2,1
40.2496,-74.6256,2,1,0.5
40.2523,-74.6256,2,2,1
40.2525,-74.6256,2,2,1
40.287,-74.6256,5,3,0.6
40.3014,-74.6256,2,2,1
40.3124,-74.6256,2,2,1
40.3125,-74.6256,2,2,1
40.3128,-74.6256,1,0,0
40.2761,-74.6255,2,2,1
40.3127,-74.6255,1,1,1
40.2486,-74.6254,3,2,0.666666667
40.2524,-74.6254,3,0,0
40.2525,-74.6254,2,2,1
40.2741,-74.6254,2,2,1
40.3014,-74.6254,1,1,1
40.3126,-74.6254,1,1,1
40.2887,-74.6253,2,2,1
40.2956,-74.6253,1,0,0
40.3014,-74.6253,2,2,1
