latitude,longitude,e2008g_N,e2008g_n,p
40.3194,-74.5847,4,2,0.5
40.3195,-74.5847,2,2,1
40.3196,-74.5847,5,4,0.8
40.35,-74.5847,2,2,1
40.3559,-74.5847,2,2,1
40.356,-74.5847,7,3,0.428571429
40.356,-74.5846,2,2,1
40.3559,-74.5845,3,2,0.666666667
40.356,-74.5845,6,4,0.666666667
40.356,-74.5844,6,5,0.833333333
40.3501,-74.5843,1,1,1
40.3538,-74.5843,1,0,0
40.3539,-74.5843,2,1,0.5
40.3559,-74.5843,2,1,0.5
40.356,-74.5843,3,2,0.666666667
40.3504,-74.5841,3,2,0.666666667
40.3505,-74.5841,3,3,1
40.3559,-74.5841,4,3,0.75
40.356,-74.5841,2,2,1
40.3504,-74.584,3,2,0.666666667
40.3506,-74.584,3,2,0.666666667
40.3536,-74.584,2,2,1
40.3559,-74.584,6,4,0.666666667
40.3505,-74.5839,3,3,1
40.3506,-74.5839,3,2,0.666666667
40.3538,-74.5839,2,2,1
40.3559,-74.5839,5,5,1
40.356,-74.5839,1,1,1
40.3505,-74.5838,4,4,1
40.3507,-74.5838,2,1,0.5
40.3508,-74.5838,1,1,1
40.3559,-74.5838,2,2,1
40.356,-74.5838,2,2,1
40.3506,-74.5837,2,1,0.5
40.3508,-74.5837,4,4,1
40.3534,-74.5837,5,3,0.6
40.3559,-74.5837,3,3,1
40.356,-74.5837,4,4,1
40.3567,-74.5837,2,2,1
40.3569,-74.5837,1,1,1
40.3573,-74.5837,1,1,1
40.3576,-74.5837,2,2,1
40.3507,-74.5836,1,1,1
40.3509,-74.5836,2,2,1
40.3535,-74.5836,11,8,0.727272727
40.3559,-74.5836,3,3,1
40.3192,-74.5835,2,2,1
40.3193,-74.5835,3,3,1
40.3195,-74.5835,5,4,0.8
40.3196,-74.5835,1,1,1
40.3197,-74.5835,2,1,0.5
40.3198,-74.5835,3,3,1
40.3199,-74.5835,5,1,0.2
40.32,-74.5835,3,2,0.666666667
40.3201,-74.5835,4,0,0
40.3533,-74.5835,8,7,0.875
40.3534,-74.5835,2,2,1
40.355,-74.5835,4,2,0.5
40.3552,-74.5835,2,2,1
40.3555,-74.5835,2,2,1
40.3561,-74.5835,3,2,0.666666667
40.3563,-74.5835,3,1,0.333333333
40.3569,-74.5835,1,1,1
40.3193,-74.5834,2,2,1
40.3194,-74.5834,3,3,1
40.3195,-74.5834,4,3,0.75
40.3196,-74.5834,1,1,1
40.3197,-74.5834,6,4,0.666666667
40.3199,-74.5834,4,2,0.5
40.32,-74.5834,7,5,0.714285714
40.3201,-74.5834,4,4,1
40.3202,-74.5834,2,2,1
40.3534,-74.5834,2,2,1
40.353,-74.5831,1,1,1
40.3546,-74.5831,2,2,1
40.3288,-74.5829,5,2,0.4
40.3289,-74.5829,2,2,1
40.3542,-74.5829,3,1,0.333333333
40.3569,-74.5829,2,2,1
40.3288,-74.5828,2,2,1
40.3529,-74.5828,3,3,1
40.3527,-74.5827,1,1,1
40.3543,-74.5827,3,2,0.666666667
40.3285,-74.5825,1,1,1
40.3528,-74.5825,1,1,1
40.3541,-74.5825,3,2,0.666666667
40.3524,-74.5824,3,2,0.666666667
40.3569,-74.5824,2,2,1
40.3285,-74.5823,2,2,1
40.3342,-74.5823,133,73,0.54887218
40.354,-74.5823,2,2,1
40.3561,-74.5823,2,2,1
40.3562,-74.5823,2,1,0.5
40.3563,-74.5823,7,4,0.571428571
40.3564,-74.5823,3,2,0.666666667
40.3565,-74.5823,1,1,1
40.3566,-74.5823,3,3,1
40.3567,-74.5823,2,1,0.5
40.3562,-74.5822,2,2,1
40.3563,-74.5822,1,0,0
40.3564,-74.5822,1,0,0
40.3565,-74.5822,1,0,0
40.3566,-74.5822,1,0,0
40.3567,-74.5822,3,2,0.666666667
40.3569,-74.5822,1,0,0
40.3284,-74.5821,3,2,0.666666667
40.3299,-74.5821,3,2,0.666666667
40.3524,-74.5821,2,2,1
40.3351,-74.582,1,0,0
40.3352,-74.582,2,1,0.5
40.3353,-74.582,3,2,0.666666667
40.3354,-74.582,4,3,0.75
40.3522,-74.582,4,3,0.75
40.3535,-74.582,3,3,1
40.3284,-74.5819,2,2,1
40.3298,-74.5819,4,4,1
40.335,-74.5819,2,2,1
40.3523,-74.5819,2,2,1
40.3202,-74.5818,2,0,0
40.3203,-74.5818,4,2,0.5
40.3204,-74.5818,4,3,0.75
40.3205,-74.5818,7,5,0.714285714
40.3206,-74.5818,4,4,1
40.3207,-74.5818,5,2,0.4
40.3296,-74.5818,1,0,0
40.3297,-74.5818,6,5,0.833333333
40.3349,-74.5818,5,4,0.8
40.352,-74.5818,9,5,0.555555556
40.3522,-74.5818,3,3,1
40.3537,-74.5818,3,2,0.666666667
40.3569,-74.5818,2,1,0.5
40.3198,-74.5817,4,2,0.5
40.3199,-74.5817,2,0,0
40.32,-74.5817,3,0,0
40.3201,-74.5817,2,2,1
40.3202,-74.5817,1,0,0
40.3283,-74.5817,2,2,1
40.3296,-74.5817,1,1,1
40.3522,-74.5817,6,4,0.666666667
40.3535,-74.5817,4,4,1
40.32,-74.5816,6,4,0.666666667
40.3201,-74.5816,2,2,1
40.3202,-74.5816,4,2,0.5
40.3203,-74.5816,5,4,0.8
40.3204,-74.5816,4,4,1
40.3205,-74.5816,8,4,0.5
40.3206,-74.5816,5,3,0.6
40.3207,-74.5816,5,3,0.6
40.3283,-74.5816,3,3,1
40.3296,-74.5816,7,5,0.714285714
40.3297,-74.5816,3,2,0.666666667
40.3345,-74.5816,2,2,1
40.3518,-74.5816,2,0,0
40.3519,-74.5816,3,3,1
40.352,-74.5816,2,2,1
40.3521,-74.5816,3,2,0.666666667
40.3532,-74.5816,2,2,1
40.3282,-74.5815,1,1,1
40.3343,-74.5815,2,2,1
40.3344,-74.5815,2,2,1
40.3518,-74.5815,2,2,1
40.352,-74.5815,4,3,0.75
40.3533,-74.5815,3,2,0.666666667
40.3341,-74.5814,11,3,0.272727273
40.3343,-74.5814,2,2,1
40.3345,-74.5814,1,1,1
40.3346,-74.5814,4,3,0.75
40.3517,-74.5814,3,3,1
40.3519,-74.5814,5,3,0.6
40.352,-74.5814,4,2,0.5
40.3569,-74.5814,2,2,1
40.3296,-74.5813,3,3,1
40.3297,-74.5813,2,2,1
40.3343,-74.5813,1,1,1
40.3344,-74.5813,4,3,0.75
40.3516,-74.5813,3,2,0.666666667
40.3517,-74.5813,1,1,1
40.3519,-74.5813,2,2,1
40.353,-74.5813,2,0,0
40.3538,-74.5813,2,2,1
40.3567,-74.5813,5,3,0.6
40.3296,-74.5812,2,1,0.5
40.3338,-74.5812,3,2,0.666666667
40.3339,-74.5812,1,0,0
40.3342,-74.5812,7,5,0.714285714
40.3516,-74.5812,2,2,1
40.3517,-74.5812,1,1,1
40.3518,-74.5812,4,3,0.75
40.3532,-74.5812,3,2,0.666666667
40.3296,-74.5811,3,2,0.666666667
40.334,-74.5811,4,4,1
40.3514,-74.5811,10,3,0.3
40.3515,-74.5811,5,3,0.6
40.3516,-74.5811,6,2,0.333333333
40.3517,-74.5811,1,1,1
40.3567,-74.5811,2,1,0.5
40.3281,-74.581,2,2,1
40.3294,-74.581,8,5,0.625
40.3516,-74.581,2,2,1
40.3528,-74.581,2,2,1
40.3541,-74.581,4,1,0.25
40.3569,-74.581,4,3,0.75
40.3295,-74.5809,3,3,1
40.3347,-74.5809,1,1,1
40.3349,-74.5809,2,0,0
40.3528,-74.5809,2,2,1
40.3541,-74.5809,3,2,0.666666667
40.3542,-74.5809,2,2,1
40.3544,-74.5809,2,1,0.5
40.3293,-74.5808,4,4,1
40.3294,-74.5808,3,3,1
40.3527,-74.5808,3,2,0.666666667
40.3528,-74.5808,3,3,1
40.3529,-74.5808,4,2,0.5
40.3542,-74.5808,2,2,1
40.3544,-74.5808,1,1,1
40.3545,-74.5808,4,4,1
40.328,-74.5807,2,0,0
40.3527,-74.5807,4,3,0.75
40.3529,-74.5807,3,2,0.666666667
40.353,-74.5807,2,2,1
40.3543,-74.5807,5,4,0.8
40.3545,-74.5807,3,2,0.666666667
40.3347,-74.5806,2,2,1
40.3349,-74.5806,2,0,0
40.353,-74.5806,3,0,0
40.3532,-74.5806,1,0,0
40.3544,-74.5806,2,2,1
40.3546,-74.5806,5,4,0.8
40.3567,-74.5806,2,2,1
40.3568,-74.5806,2,2,1
40.3279,-74.5805,1,1,1
40.3294,-74.5805,2,2,1
40.3321,-74.5805,4,2,0.5
40.3323,-74.5805,3,0,0
40.3525,-74.5805,2,2,1
40.353,-74.5805,3,3,1
40.3531,-74.5805,2,2,1
40.3545,-74.5805,3,3,1
40.3293,-74.5804,5,5,1
40.3323,-74.5804,3,3,1
40.3531,-74.5804,3,2,0.666666667
40.3532,-74.5804,2,2,1
40.3567,-74.5804,4,4,1
40.3319,-74.5803,3,1,0.333333333
40.332,-74.5803,1,1,1
40.3321,-74.5803,4,2,0.5
40.3535,-74.5803,1,1,1
40.3569,-74.5803,1,0,0
40.3523,-74.5802,3,2,0.666666667
40.3291,-74.5801,2,2,1
40.3292,-74.5801,4,2,0.5
40.3318,-74.5801,2,1,0.5
40.332,-74.5801,5,2,0.4
40.3567,-74.5801,5,4,0.8
40.3568,-74.5801,2,2,1
40.357,-74.5801,2,1,0.5
40.3346,-74.58,3,3,1
40.3349,-74.58,2,2,1
40.3537,-74.58,2,2,1
40.3566,-74.58,3,3,1
40.3567,-74.58,4,4,1
40.3568,-74.58,5,2,0.4
40.3569,-74.58,2,2,1
40.3166,-74.5799,4,4,1
40.3291,-74.5799,9,6,0.666666667
40.3292,-74.5799,2,2,1
40.3341,-74.5799,2,2,1
40.3343,-74.5799,2,2,1
40.3344,-74.5799,1,1,1
40.3348,-74.5799,2,1,0.5
40.3564,-74.5799,3,2,0.666666667
40.3565,-74.5799,3,2,0.666666667
40.3567,-74.5799,2,0,0
40.3569,-74.5799,2,2,1
40.3175,-74.5798,2,2,1
40.3182,-74.5798,3,2,0.666666667
40.3346,-74.5798,2,2,1
40.3347,-74.5798,3,0,0
40.3348,-74.5798,2,0,0
40.3525,-74.5798,4,2,0.5
40.3564,-74.5798,6,4,0.666666667
40.3566,-74.5798,3,3,1
40.357,-74.5798,2,1,0.5
40.3341,-74.5797,4,1,0.25
40.3342,-74.5797,2,2,1
40.3344,-74.5797,3,3,1
40.354,-74.5797,3,2,0.666666667
40.357,-74.5797,3,2,0.666666667
40.3572,-74.5797,2,2,1
40.3295,-74.5796,7,7,1
40.3524,-74.5796,2,2,1
40.3527,-74.5796,1,1,1
40.357,-74.5796,2,2,1
40.3571,-74.5796,4,3,0.75
40.3586,-74.5796,2,1,0.5
40.3187,-74.5795,3,2,0.666666667
40.3295,-74.5794,5,3,0.6
40.3315,-74.5794,1,1,1
40.3348,-74.5794,1,0,0
40.335,-74.5794,3,2,0.666666667
40.3542,-74.5794,4,3,0.75
40.3572,-74.5794,5,3,0.6
40.3588,-74.5794,1,1,1
40.3187,-74.5793,3,3,1
40.3315,-74.5793,4,4,1
40.3316,-74.5793,2,2,1
40.3317,-74.5793,3,3,1
40.3526,-74.5793,1,0,0
40.3529,-74.5793,3,2,0.666666667
40.3316,-74.5792,1,1,1
40.3351,-74.5792,5,2,0.4
40.359,-74.5792,2,1,0.5
40.3289,-74.5791,7,5,0.714285714
40.329,-74.5791,2,2,1
40.3288,-74.579,2,2,1
40.3351,-74.579,3,3,1
40.3528,-74.579,2,2,1
