latitude,longitude,e2008g_N,e2008g_n,p
40.3518,-74.6191,2,2,1
40.3521,-74.6191,1,0,0
40.3563,-74.6191,2,1,0.5
40.3519,-74.619,1,0,0
40.352,-74.619,4,3,0.75
40.3523,-74.619,2,0,0
40.3525,-74.619,2,0,0
40.3526,-74.619,2,2,1
40.3599,-74.619,1,0,0
40.3599,-74.6189,2,1,0.5
40.3621,-74.6188,2,0,0
40.3621,-74.6187,3,1,0.333333333
40.3551,-74.6185,2,2,1
40.3552,-74.6185,2,2,1
40.3552,-74.6184,2,2,1
40.3606,-74.6184,2,1,0.5
40.3552,-74.6183,2,2,1
40.3608,-74.6183,1,1,1
40.3609,-74.6183,5,4,0.8
40.361,-74.6183,3,2,0.666666667
40.3552,-74.6182,1,1,1
40.3614,-74.6182,7,2,0.285714286
40.3621,-74.6182,5,3,0.6
40.3553,-74.6181,1,1,1
40.3554,-74.618,1,1,1
40.3575,-74.6179,4,4,1
40.3576,-74.6179,4,4,1
40.3554,-74.6178,1,1,1
40.3625,-74.6178,7,3,0.428571429
40.363,-74.6178,6,3,0.5
40.3553,-74.6177,1,1,1
40.3632,-74.6177,7,2,0.285714286
40.3297,-74.6173,3,1,0.333333333
40.3634,-74.6173,2,0,0
40.3294,-74.6172,2,0,0
40.33,-74.6172,4,2,0.5
40.3294,-74.6171,2,2,1
40.3303,-74.6171,2,0,0
40.329,-74.6168,1,1,1
40.3304,-74.6168,2,2,1
40.3291,-74.6167,3,2,0.666666667
40.3292,-74.6167,2,2,1
40.3304,-74.6167,2,2,1
40.356,-74.6165,5,5,1
40.3304,-74.6164,2,2,1
40.356,-74.6164,2,2,1
40.356,-74.6163,2,1,0.5
40.3287,-74.6161,2,2,1
40.3304,-74.6161,2,2,1
40.3303,-74.616,9,4,0.444444444
40.3304,-74.616,2,1,0.5
40.3303,-74.6158,7,6,0.857142857
40.3304,-74.6158,2,2,1
40.3286,-74.6157,5,4,0.8
40.3304,-74.6157,2,1,0.5
40.3546,-74.6157,5,3,0.6
40.3547,-74.6157,5,3,0.6
40.3549,-74.6157,5,5,1
40.3279,-74.6156,2,0,0
40.3544,-74.6156,2,2,1
40.3545,-74.6156,31,17,0.548387097
40.3276,-74.6155,1,1,1
40.3281,-74.6155,1,1,1
40.3304,-74.6155,2,2,1
40.3545,-74.6155,1,1,1
40.3274,-74.6154,2,2,1
40.3278,-74.6154,1,0,0
40.3282,-74.6154,2,2,1
40.3284,-74.6154,4,4,1
40.3284,-74.6153,4,4,1
40.3544,-74.6153,2,2,1
40.3545,-74.6153,2,2,1
40.3272,-74.6152,2,2,1
40.3274,-74.6152,3,2,0.666666667
40.3284,-74.6152,6,2,0.333333333
40.3543,-74.6152,8,7,0.875
40.3545,-74.6152,2,2,1
40.3273,-74.6151,3,3,1
40.3284,-74.6151,1,0,0
40.3285,-74.6151,3,2,0.666666667
40.3293,-74.6151,8,7,0.875
40.3544,-74.6151,5,2,0.4
40.327,-74.615,1,0,0
40.3304,-74.615,2,1,0.5
40.3543,-74.615,7,5,0.714285714
40.3544,-74.615,7,5,0.714285714
40.3285,-74.6149,1,1,1
40.3292,-74.6149,4,3,0.75
40.3293,-74.6149,3,3,1
40.3304,-74.6148,2,0,0
40.3543,-74.6148,6,6,1
40.327,-74.6147,1,1,1
40.3271,-74.6145,3,2,0.666666667
40.3284,-74.6145,2,1,0.5
40.3304,-74.6145,2,0,0
40.3269,-74.6144,2,2,1
40.3271,-74.6143,3,3,1
40.3303,-74.6143,2,2,1
40.3269,-74.6142,2,1,0.5
40.3302,-74.6142,2,2,1
40.327,-74.6141,1,1,1
40.33,-74.614,3,3,1
40.3268,-74.6139,1,1,1
40.3269,-74.6139,1,1,1
40.327,-74.6139,3,2,0.666666667
40.3299,-74.6138,2,1,0.5
40.3268,-74.6137,1,0,0
40.3269,-74.6137,6,6,1
40.3298,-74.6137,2,2,1
40.3298,-74.6136,2,2,1
40.3268,-74.6135,4,3,0.75
40.3299,-74.6135,4,3,0.75
40.33,-74.6134,5,4,0.8
40.3267,-74.6133,3,1,0.333333333
40.3288,-74.6133,3,2,0.666666667
40.3289,-74.6133,2,2,1
40.33,-74.6133,1,0,0
40.3286,-74.6132,4,4,1
40.3287,-74.6132,2,1,0.5
40.3288,-74.6132,2,1,0.5
40.3301,-74.6132,1,1,1
40.3302,-74.6132,2,1,0.5
40.3288,-74.6131,2,1,0.5
40.3303,-74.6131,2,2,1
40.329,-74.613,2,2,1
40.3303,-74.613,4,4,1
40.3309,-74.613,5,3,0.6
40.3304,-74.6129,3,2,0.666666667
40.3267,-74.6128,2,0,0
40.3291,-74.6128,3,1,0.333333333
40.3302,-74.6128,11,10,0.909090909
40.3303,-74.6128,4,2,0.5
40.3302,-74.6127,2,2,1
40.3304,-74.6127,10,5,0.5
40.3305,-74.6127,2,2,1
40.3269,-74.6126,2,1,0.5
40.3293,-74.6126,2,0,0
40.3295,-74.6126,2,0,0
40.3303,-74.6126,2,1,0.5
40.3271,-74.6125,1,1,1
40.3273,-74.6124,2,1,0.5
40.3294,-74.6124,2,0,0
40.3297,-74.6124,3,3,1
40.3278,-74.6122,1,0,0
40.3296,-74.6122,2,2,1
40.331,-74.6122,2,2,1
40.3297,-74.6121,2,2,1
40.331,-74.6121,2,1,0.5
40.3322,-74.6121,2,1,0.5
40.3323,-74.6121,4,3,0.75
40.328,-74.612,2,1,0.5
40.3296,-74.612,1,1,1
40.3301,-74.612,1,0,0
40.331,-74.612,2,2,1
40.3311,-74.612,2,2,1
40.3298,-74.6119,3,0,0
40.3311,-74.6119,7,5,0.714285714
40.328,-74.6118,4,4,1
40.3282,-74.6118,1,1,1
40.3295,-74.6118,3,2,0.666666667
40.3302,-74.6118,4,2,0.5
40.328,-74.6117,3,2,0.666666667
40.3282,-74.6117,14,9,0.642857143
40.3283,-74.6117,2,0,0
40.3291,-74.6117,2,2,1
40.3293,-74.6117,6,2,0.333333333
40.3296,-74.6117,3,3,1
40.333,-74.6117,2,2,1
40.328,-74.6116,2,2,1
40.3281,-74.6116,1,1,1
40.3282,-74.6116,1,1,1
40.3283,-74.6116,7,7,1
40.3291,-74.6116,1,1,1
40.3293,-74.6116,1,0,0
40.3294,-74.6116,1,0,0
40.3303,-74.6116,4,2,0.5
40.3292,-74.6115,7,4,0.571428571
40.3294,-74.6115,4,1,0.25
40.3295,-74.6115,2,2,1
40.3315,-74.6115,3,2,0.666666667
40.3293,-74.6114,3,3,1
40.3314,-74.6114,4,2,0.5
40.3293,-74.6113,2,1,0.5
40.3303,-74.6113,3,2,0.666666667
40.3306,-74.6113,2,2,1
40.3315,-74.6113,5,5,1
40.3294,-74.6112,2,2,1
40.3333,-74.6111,2,2,1
40.3306,-74.611,1,1,1
40.3297,-74.6109,2,0,0
40.3299,-74.6109,2,2,1
40.3309,-74.6109,2,2,1
40.3316,-74.6109,2,0,0
40.3307,-74.6108,3,0,0
40.3298,-74.6107,2,0,0
40.3292,-74.6106,4,2,0.5
40.3299,-74.6106,2,2,1
40.3301,-74.6106,2,2,1
40.3312,-74.6106,1,1,1
40.3294,-74.6105,2,2,1
40.3301,-74.6105,1,0,0
40.3317,-74.6102,2,2,1
40.3319,-74.6102,2,2,1
40.3318,-74.6101,3,2,0.666666667
40.3328,-74.6101,3,3,1
40.3315,-74.61,2,2,1
40.3316,-74.61,2,1,0.5
40.3312,-74.6099,3,3,1
40.3314,-74.6099,1,0,0
40.3306,-74.6098,2,2,1
40.3309,-74.6098,2,2,1
40.3311,-74.6098,5,3,0.6
40.3319,-74.6098,1,0,0
40.3303,-74.6097,3,3,1
40.3304,-74.6097,5,5,1
40.3309,-74.6097,2,2,1
40.3319,-74.6097,2,1,0.5
40.3299,-74.6096,2,0,0
40.3301,-74.6096,3,0,0
40.3307,-74.6096,1,1,1
40.334,-74.6096,2,1,0.5
40.3298,-74.6095,2,2,1
40.3302,-74.6095,2,2,1
40.3304,-74.6095,2,1,0.5
40.3319,-74.6095,2,2,1
40.3299,-74.6094,2,2,1
40.3301,-74.6094,3,2,0.666666667
40.3298,-74.6093,5,4,0.8
40.3319,-74.6093,2,2,1
40.334,-74.6092,2,1,0.5
40.3298,-74.6091,2,1,0.5
40.332,-74.6091,4,4,1
40.3298,-74.609,1,1,1
40.3297,-74.6089,3,2,0.666666667
40.3318,-74.6089,2,2,1
40.334,-74.6089,2,2,1
40.3298,-74.6088,4,2,0.5
40.3315,-74.6088,5,4,0.8
40.3316,-74.6088,2,2,1
40.3317,-74.6088,6,3,0.5
40.3318,-74.6088,2,2,1
40.3329,-74.6088,1,1,1
40.3339,-74.6088,2,2,1
40.3316,-74.6087,7,6,0.857142857
40.3317,-74.6087,2,0,0
40.3318,-74.6087,5,2,0.4
40.332,-74.6087,2,2,1
40.3314,-74.6086,3,3,1
40.333,-74.6086,2,1,0.5
40.33,-74.6085,3,3,1
40.3318,-74.6085,2,0,0
40.332,-74.6085,2,2,1
40.3339,-74.6085,2,2,1
40.3341,-74.6085,2,1,0.5
40.3321,-74.6083,2,1,0.5
40.333,-74.6083,1,1,1
40.3339,-74.6081,1,1,1
40.3319,-74.608,2,2,1
40.3321,-74.608,1,0,0
40.333,-74.608,1,0,0
40.3318,-74.6078,3,1,0.333333333
40.332,-74.6078,1,1,1
40.3321,-74.6078,2,2,1
40.3341,-74.6078,2,2,1
40.3307,-74.6077,1,1,1
40.3312,-74.6077,2,2,1
40.332,-74.6077,2,2,1
40.333,-74.6077,1,1,1
40.3312,-74.6076,11,8,0.727272727
40.3314,-74.6076,13,13,1
40.334,-74.6076,4,3,0.75
40.3341,-74.6076,2,2,1
40.3243,-74.6075,6,4,0.666666667
40.3312,-74.6075,1,1,1
40.332,-74.6075,1,0,0
40.3342,-74.6075,2,0,0
40.3322,-74.6074,2,0,0
40.333,-74.6074,1,0,0
40.3244,-74.6073,2,2,1
40.3331,-74.6073,1,1,1
40.3228,-74.6072,4,1,0.25
40.3243,-74.6072,5,4,0.8
40.3322,-74.6072,2,2,1
40.3324,-74.6072,2,2,1
40.3331,-74.6071,4,3,0.75
40.3329,-74.607,1,1,1
40.3248,-74.6069,16,14,0.875
40.3331,-74.6068,2,2,1
40.3247,-74.6059,2,2,1
40.3246,-74.6058,1,0,0
40.333,-74.6057,5,4,0.8
40.325,-74.6055,3,2,0.666666667
40.3332,-74.6054,2,1,0.5
40.3298,-74.6051,6,2,0.333333333
40.325,-74.605,1,1,1
40.3299,-74.605,7,3,0.428571429
40.325,-74.6049,5,4,0.8
40.3251,-74.6049,4,4,1
40.3299,-74.6049,1,1,1
40.3333,-74.6049,1,0,0
40.3251,-74.6048,1,1,1
40.3249,-74.6047,2,2,1
40.3251,-74.6045,4,1,0.25
40.3251,-74.6043,2,1,0.5
40.3305,-74.6043,2,1,0.5
40.3306,-74.6042,10,8,0.8
40.3304,-74.6041,4,3,0.75
40.3307,-74.6041,8,5,0.625
40.3307,-74.604,2,2,1
40.3308,-74.604,5,4,0.8
40.3334,-74.604,2,0,0
40.3306,-74.6039,2,2,1
40.325,-74.6038,2,2,1
40.3332,-74.6036,2,2,1
40.3247,-74.6033,2,1,0.5
40.3334,-74.6033,1,1,1
40.3248,-74.6032,2,2,1
40.3288,-74.6032,2,0,0
40.3246,-74.6031,1,1,1
40.3288,-74.6031,9,5,0.555555556
40.3289,-74.6031,3,1,0.333333333
40.3289,-74.603,2,2,1
40.329,-74.603,4,3,0.75
40.3248,-74.6029,1,1,1
40.3291,-74.6029,6,5,0.833333333
40.3292,-74.6029,1,1,1
40.3294,-74.6029,2,2,1
40.3299,-74.6029,4,2,0.5
40.3293,-74.6028,3,2,0.666666667
40.3295,-74.6028,3,3,1
40.3299,-74.6028,2,2,1
40.33,-74.6028,6,5,0.833333333
40.3246,-74.6027,1,1,1
40.325,-74.6027,2,2,1
40.3252,-74.6027,5,5,1
40.326,-74.6027,7,5,0.714285714
40.3267,-74.6027,2,2,1
40.33,-74.6027,2,2,1
40.3245,-74.6026,1,1,1
40.3247,-74.6026,3,2,0.666666667
40.3254,-74.6026,2,2,1
40.3334,-74.6026,3,2,0.666666667
40.3247,-74.6024,3,1,0.333333333
40.3247,-74.6023,4,3,0.75
40.3324,-74.6023,2,1,0.5
40.33,-74.6022,1,1,1
40.3324,-74.6022,5,5,1
40.3325,-74.6022,3,2,0.666666667
40.3246,-74.6021,1,0,0
40.3289,-74.6021,2,2,1
40.3325,-74.6021,5,2,0.4
40.3327,-74.6021,2,2,1
40.3294,-74.602,2,0,0
40.3298,-74.602,1,0,0
40.33,-74.602,1,0,0
40.3316,-74.602,2,2,1
40.3326,-74.602,2,2,1
40.3327,-74.602,2,0,0
40.3305,-74.6019,1,1,1
40.3307,-74.6019,3,2,0.666666667
40.3309,-74.6019,1,1,1
40.3318,-74.6019,2,2,1
40.332,-74.6019,2,0,0
40.3322,-74.6019,2,2,1
40.3324,-74.6019,3,3,1
40.3325,-74.6019,2,1,0.5
40.3246,-74.6018,2,2,1
40.3312,-74.6018,3,3,1
40.3314,-74.6018,2,2,1
40.3322,-74.6018,4,4,1
40.3323,-74.6018,4,2,0.5
40.3324,-74.6018,2,0,0
40.3332,-74.6018,2,1,0.5
40.3324,-74.6017,1,1,1
40.3286,-74.6013,2,2,1
40.3255,-74.6012,3,2,0.666666667
40.3288,-74.6012,3,0,0
40.3286,-74.6011,1,1,1
40.3288,-74.6011,2,2,1
40.3287,-74.6009,3,3,1
40.3289,-74.6009,2,2,1
40.3305,-74.6009,7,5,0.714285714
40.3306,-74.6009,7,6,0.857142857
40.3309,-74.6009,2,2,1
40.3334,-74.6009,1,1,1
40.3311,-74.6008,2,2,1
40.3314,-74.6008,2,2,1
40.3303,-74.6007,3,1,0.333333333
40.3304,-74.6007,2,2,1
40.3305,-74.6007,2,2,1
40.3306,-74.6007,5,4,0.8
40.3309,-74.6007,2,2,1
40.3311,-74.6007,5,4,0.8
40.3323,-74.6007,3,2,0.666666667
40.3326,-74.6007,1,0,0
40.3288,-74.6006,2,0,0
40.3314,-74.6006,4,3,0.75
40.3316,-74.6006,1,0,0
40.3319,-74.6006,2,2,1
40.3332,-74.6006,3,2,0.666666667
40.3321,-74.6005,2,2,1
40.3329,-74.6005,1,1,1
40.3289,-74.6004,1,1,1
40.3331,-74.6004,2,2,1
40.3334,-74.6004,4,2,0.5
40.3336,-74.6004,2,2,1
40.3335,-74.6003,1,1,1
40.3306,-74.6,1,0,0
40.3335,-74.6,2,2,1
40.3323,-74.5998,2,2,1
40.3291,-74.5997,1,1,1
40.3304,-74.5997,2,2,1
40.3321,-74.5997,3,2,0.666666667
40.3322,-74.5997,3,0,0
40.3335,-74.5997,3,3,1
40.3337,-74.5997,2,2,1
40.3324,-74.5996,4,4,1
40.3321,-74.5995,4,3,0.75
40.3322,-74.5995,10,8,0.8
40.3294,-74.5994,2,2,1
40.3307,-74.5994,2,2,1
40.3336,-74.5994,2,0,0
40.3306,-74.5993,1,1,1
40.3325,-74.5993,3,1,0.333333333
40.3336,-74.5992,2,2,1
40.3294,-74.599,2,1,0.5
40.3308,-74.599,1,1,1
40.3326,-74.599,2,2,1
40.3295,-74.5989,2,2,1
40.3338,-74.5989,3,0,0
40.3292,-74.5987,1,1,1
40.3297,-74.5986,1,1,1
40.3308,-74.5986,1,0,0
40.3327,-74.5985,3,3,1
40.3296,-74.5984,2,2,1
40.3299,-74.5983,2,2,1
40.3298,-74.598,1,1,1
40.33,-74.598,2,2,1
40.3328,-74.5979,3,1,0.333333333
40.3339,-74.5979,2,2,1
40.3301,-74.5978,1,1,1
40.3349,-74.5978,2,2,1
40.3312,-74.5977,4,3,0.75
40.3314,-74.5977,2,2,1
40.3349,-74.5977,2,2,1
40.3328,-74.5976,3,2,0.666666667
40.334,-74.5976,3,2,0.666666667
40.3315,-74.5975,3,2,0.666666667
40.335,-74.5975,6,5,0.833333333
40.3291,-74.5974,1,1,1
40.3313,-74.5974,3,2,0.666666667
40.334,-74.5974,2,2,1
40.335,-74.5974,2,2,1
40.3301,-74.5973,2,2,1
40.3316,-74.5973,1,0,0
40.335,-74.5973,2,2,1
40.3314,-74.5972,5,2,0.4
40.3349,-74.5972,2,1,0.5
40.335,-74.5972,4,2,0.5
40.3292,-74.5971,4,3,0.75
40.3302,-74.597,1,1,1
40.3317,-74.597,1,1,1
40.3328,-74.597,2,2,1
40.3338,-74.597,2,0,0
40.3347,-74.597,3,2,0.666666667
40.3319,-74.5969,1,1,1
40.3339,-74.5969,2,2,1
40.3348,-74.5969,4,2,0.5
40.3303,-74.5968,2,2,1
40.3318,-74.5968,1,1,1
40.3321,-74.5968,4,2,0.5
40.3327,-74.5968,2,2,1
40.3292,-74.5967,1,1,1
40.3305,-74.5967,1,1,1
40.3324,-74.5967,3,0,0
40.3341,-74.5966,1,1,1
40.3293,-74.5964,3,3,1
40.3305,-74.5963,2,2,1
40.3307,-74.5962,2,2,1
40.3339,-74.5962,2,2,1
40.3306,-74.5961,1,1,1
40.3293,-74.596,2,2,1
40.3196,-74.5959,4,3,0.75
40.3197,-74.5959,3,2,0.666666667
40.3198,-74.5959,1,1,1
40.3341,-74.5959,1,0,0
40.3196,-74.5958,7,6,0.857142857
40.3201,-74.5958,2,1,0.5
40.3307,-74.5958,1,0,0
40.3196,-74.5957,2,2,1
40.3197,-74.5957,2,2,1
40.3293,-74.5957,3,3,1
40.3197,-74.5956,2,2,1
40.32,-74.5956,3,2,0.666666667
40.3293,-74.5956,2,1,0.5
40.3308,-74.5956,1,1,1
40.3195,-74.5955,2,2,1
40.3203,-74.5955,2,1,0.5
40.3293,-74.5955,3,0,0
40.334,-74.5955,1,1,1
40.3206,-74.5954,2,2,1
40.3293,-74.5954,5,4,0.8
40.3294,-74.5954,2,2,1
40.3312,-74.5954,2,2,1
40.3313,-74.5954,1,1,1
40.3316,-74.5954,1,1,1
40.3208,-74.5953,2,2,1
40.332,-74.5953,2,2,1
40.3324,-74.5953,1,0,0
40.3327,-74.5952,1,1,1
40.3331,-74.5952,2,1,0.5
40.3341,-74.5952,2,1,0.5
40.3211,-74.5951,3,1,0.333333333
40.3213,-74.5951,2,2,1
40.331,-74.5951,1,1,1
40.3341,-74.5951,2,1,0.5
40.3334,-74.595,1,1,1
40.3337,-74.5949,3,2,0.666666667
40.3341,-74.5949,1,1,1
40.3195,-74.5948,3,2,0.666666667
40.334,-74.5947,3,2,0.666666667
40.334,-74.5945,2,2,1
40.3341,-74.5944,1,1,1
40.3193,-74.5939,2,0,0
40.322,-74.5939,1,1,1
40.3317,-74.5939,2,2,1
40.334,-74.5939,2,2,1
40.319,-74.5938,2,2,1
40.3192,-74.5937,10,5,0.5
40.32,-74.5936,2,0,0
40.3202,-74.5936,1,1,1
40.3339,-74.5936,2,2,1
40.32,-74.5935,8,4,0.5
40.32,-74.5934,10,7,0.7
40.3201,-74.5934,11,9,0.818181818
40.3202,-74.5934,9,6,0.666666667
40.3207,-74.5934,2,2,1
40.321,-74.5932,7,6,0.857142857
40.321,-74.5931,5,5,1
40.3212,-74.5931,11,7,0.636363636
40.3211,-74.593,8,5,0.625
40.3323,-74.593,2,2,1
40.3216,-74.5929,2,0,0
40.3366,-74.5928,9,4,0.444444444
40.3325,-74.5925,2,2,1
40.3336,-74.5924,2,0,0
40.3335,-74.5921,2,1,0.5
40.3328,-74.592,1,1,1
40.3331,-74.5915,3,2,0.666666667
40.3348,-74.5915,2,2,1
40.3349,-74.5915,1,0,0
40.3331,-74.5914,4,2,0.5
40.3342,-74.5914,2,0,0
40.3348,-74.5914,2,1,0.5
40.3292,-74.5913,5,4,0.8
40.3293,-74.5913,1,1,1
40.3333,-74.5913,1,1,1
40.3342,-74.5913,1,0,0
40.3349,-74.5913,6,4,0.666666667
40.3292,-74.5912,14,7,0.5
40.3293,-74.5912,7,2,0.285714286
40.3342,-74.5912,4,4,1
40.3292,-74.5911,8,6,0.75
40.3293,-74.5911,6,5,0.833333333
40.3342,-74.5911,1,0,0
40.3291,-74.591,7,3,0.428571429
40.3292,-74.591,2,0,0
40.3293,-74.591,10,5,0.5
40.3291,-74.5909,14,5,0.357142857
40.3293,-74.5909,4,3,0.75
40.3291,-74.5908,6,5,0.833333333
40.3293,-74.5908,13,7,0.538461538
40.3335,-74.5908,2,2,1
40.3341,-74.5908,2,0,0
40.3291,-74.5907,8,5,0.625
40.3293,-74.5907,10,8,0.8
40.3341,-74.5907,2,2,1
40.3342,-74.5907,6,5,0.833333333
40.3291,-74.5906,9,5,0.555555556
40.3293,-74.5906,5,3,0.6
40.3329,-74.5906,3,2,0.666666667
40.3291,-74.5905,12,10,0.833333333
40.3293,-74.5905,12,5,0.416666667
40.3291,-74.5904,1,0,0
40.3338,-74.5903,2,0,0
40.3291,-74.5902,4,3,0.75
40.3293,-74.5902,9,4,0.444444444
40.3294,-74.5902,5,2,0.4
40.3338,-74.5902,2,2,1
40.3292,-74.5901,10,3,0.3
40.3294,-74.5901,12,8,0.666666667
40.3339,-74.5901,2,0,0
40.3292,-74.59,7,5,0.714285714
40.3293,-74.59,7,2,0.285714286
40.3294,-74.59,3,2,0.666666667
40.3339,-74.59,4,2,0.5
40.334,-74.59,1,1,1
40.3293,-74.5899,5,0,0
40.3295,-74.5899,3,0,0
40.3296,-74.5899,3,1,0.333333333
40.3297,-74.5899,3,2,0.666666667
40.3329,-74.5899,1,1,1
40.3294,-74.5898,2,1,0.5
40.3295,-74.5898,5,1,0.2
40.3298,-74.5898,2,2,1
40.3295,-74.5897,2,2,1
40.3296,-74.5897,2,1,0.5
40.33,-74.5897,3,1,0.333333333
40.3301,-74.5896,2,1,0.5
40.3302,-74.5896,4,1,0.25
40.3299,-74.5895,4,3,0.75
40.3301,-74.5895,3,1,0.333333333
40.3304,-74.5895,15,4,0.266666667
40.3305,-74.5895,5,3,0.6
40.3325,-74.5894,2,1,0.5
40.3475,-74.5894,1,1,1
40.352,-74.5894,5,5,1
40.3303,-74.5893,5,2,0.4
40.3304,-74.5893,8,3,0.375
40.3474,-74.5892,2,2,1
40.3501,-74.5892,3,3,1
40.3516,-74.5892,2,0,0
40.3539,-74.5892,2,2,1
40.3312,-74.5891,4,2,0.5
40.3385,-74.5891,11,8,0.727272727
40.35,-74.5891,3,1,0.333333333
40.3315,-74.589,4,2,0.5
40.3373,-74.589,3,2,0.666666667
40.3374,-74.589,2,2,1
40.35,-74.589,1,1,1
40.3312,-74.5889,2,1,0.5
40.3372,-74.5889,5,2,0.4
40.3374,-74.5889,3,1,0.333333333
40.3499,-74.5889,2,2,1
40.3314,-74.5888,4,2,0.5
40.3315,-74.5888,2,2,1
40.3318,-74.5888,7,2,0.285714286
40.3319,-74.5888,1,1,1
40.3372,-74.5888,4,4,1
40.3539,-74.5888,3,1,0.333333333
40.3316,-74.5887,2,1,0.5
40.3317,-74.5887,7,4,0.571428571
40.332,-74.5887,4,1,0.25
40.3373,-74.5887,2,2,1
40.3498,-74.5887,3,2,0.666666667
40.3541,-74.5887,2,2,1
40.3318,-74.5886,3,1,0.333333333
40.3319,-74.5886,1,0,0
40.3322,-74.5886,3,0,0
40.3323,-74.5886,1,1,1
40.3373,-74.5886,1,0,0
40.3498,-74.5886,2,2,1
40.3319,-74.5885,1,1,1
40.3321,-74.5885,3,2,0.666666667
40.3346,-74.5885,1,1,1
40.3514,-74.5885,3,2,0.666666667
40.3323,-74.5884,3,2,0.666666667
40.3511,-74.5884,4,3,0.75
40.3541,-74.5883,2,2,1
40.3507,-74.5882,2,2,1
40.3509,-74.5882,4,3,0.75
40.3506,-74.5881,2,1,0.5
40.352,-74.5881,2,2,1
40.3323,-74.588,2,2,1
40.3363,-74.588,2,2,1
40.3505,-74.588,2,1,0.5
40.3345,-74.5879,2,2,1
40.3362,-74.5879,2,2,1
40.3364,-74.5879,9,8,0.888888889
40.3503,-74.5879,2,2,1
40.3504,-74.5879,3,3,1
40.3538,-74.5879,2,2,1
40.3539,-74.5879,2,2,1
40.354,-74.5879,3,2,0.666666667
40.3541,-74.5879,2,0,0
40.3362,-74.5878,2,2,1
40.3363,-74.5878,1,1,1
40.3365,-74.5878,3,2,0.666666667
40.3501,-74.5878,2,2,1
40.3521,-74.5878,2,2,1
40.3363,-74.5877,4,4,1
40.3364,-74.5877,2,2,1
40.3366,-74.5877,3,2,0.666666667
40.35,-74.5877,2,1,0.5
40.3537,-74.5877,1,1,1
40.3538,-74.5877,7,6,0.857142857
40.3539,-74.5877,5,3,0.6
40.3541,-74.5877,3,2,0.666666667
40.3499,-74.5876,4,4,1
40.3522,-74.5876,4,2,0.5
40.349,-74.5875,4,4,1
40.3493,-74.5875,2,2,1
40.3495,-74.5875,3,0,0
40.3496,-74.5875,2,2,1
40.352,-74.5875,5,3,0.6
40.3521,-74.5875,3,2,0.666666667
40.3523,-74.5875,5,5,1
40.3151,-74.5874,4,4,1
40.3322,-74.5874,2,2,1
40.3488,-74.5874,2,2,1
40.3493,-74.5874,3,2,0.666666667
40.3518,-74.5874,2,2,1
40.3519,-74.5874,3,2,0.666666667
40.3522,-74.5874,5,3,0.6
40.3485,-74.5873,1,1,1
40.3516,-74.5873,6,5,0.833333333
40.3517,-74.5873,2,2,1
40.3521,-74.5873,2,2,1
40.3522,-74.5873,3,1,0.333333333
40.3523,-74.5873,2,2,1
40.3514,-74.5872,2,2,1
40.3515,-74.5872,2,2,1
40.3518,-74.5872,4,3,0.75
40.3519,-74.5872,4,4,1
40.3522,-74.5872,3,3,1
40.3524,-74.5872,3,1,0.333333333
40.3484,-74.5871,3,3,1
40.3517,-74.5871,2,1,0.5
40.3523,-74.5871,2,2,1
40.3524,-74.5871,2,2,1
40.3541,-74.5871,3,2,0.666666667
40.3481,-74.587,3,2,0.666666667
40.3484,-74.587,3,2,0.666666667
40.3524,-74.587,2,2,1
40.3523,-74.5869,4,2,0.5
40.3559,-74.5868,3,3,1
40.356,-74.5868,3,2,0.666666667
40.3187,-74.5867,2,0,0
40.3191,-74.5867,1,0,0
40.3486,-74.5867,4,4,1
40.3195,-74.5866,1,1,1
40.3485,-74.5866,1,1,1
40.3559,-74.5866,8,6,0.75
40.356,-74.5866,2,0,0
40.3317,-74.5865,3,3,1
40.3541,-74.5864,2,2,1
40.3486,-74.5863,2,2,1
40.3539,-74.5861,4,1,0.25
40.3488,-74.5859,2,2,1
40.3355,-74.5858,2,2,1
40.3356,-74.5858,4,2,0.5
40.3357,-74.5858,5,4,0.8
40.3358,-74.5858,2,2,1
40.3355,-74.5857,3,3,1
40.3356,-74.5857,5,2,0.4
40.3357,-74.5857,2,2,1
40.3358,-74.5857,2,1,0.5
40.3539,-74.5857,3,2,0.666666667
40.3491,-74.5856,3,2,0.666666667
40.3493,-74.5856,2,0,0
40.356,-74.5856,2,2,1
40.3492,-74.5855,3,2,0.666666667
40.3541,-74.5855,1,1,1
40.3558,-74.5855,4,2,0.5
40.3558,-74.5854,4,1,0.25
40.356,-74.5854,2,2,1
40.3558,-74.5853,5,4,0.8
40.356,-74.5853,2,2,1
40.3494,-74.5852,2,2,1
40.3558,-74.5852,1,0,0
40.356,-74.5852,4,0,0
40.3541,-74.5851,2,0,0
40.3558,-74.5851,1,1,1
40.356,-74.5851,7,4,0.571428571
40.3498,-74.585,3,3,1
40.3558,-74.585,5,4,0.8
40.356,-74.585,2,1,0.5
40.3191,-74.5849,5,4,0.8
40.3193,-74.5849,2,2,1
40.3194,-74.5849,2,0,0
40.3496,-74.5849,1,1,1
40.3558,-74.5849,4,3,0.75
40.356,-74.5849,4,3,0.75
40.3194,-74.5848,3,3,1
40.3195,-74.5848,4,2,0.5
40.3196,-74.5848,4,3,0.75
40.3559,-74.5848,3,1,0.333333333
40.356,-74.5848,2,1,0.5
40.3192,-74.5847,3,2,0.666666667
40.3193,-74.5847,4,2,0.5
