AAPL,ADBE,ADI,ADP,ADSK,AKAM,ALGN,ALXN,AMAT,AMGN,AMZN,ATVI,AVGO,BIDU,BIIB,CA,CELG,CERN,CHKP,CHTR,CMCSA,COST,CSCO,CTAS,CTRP,CTSH,CTXS,DISCA,DISCK,DISH,DLTR,EA,EBAY,ESRX,EXPE,FAST,FB,FISV,FOXA,FOX,GILD,GOOGL,HAS,HOLX,HSIC,IDXX,ILMN,INCY,INTC,INTU,ISRG,JBHT,KLAC,LBTYA,LBTYK,LRCX,LVNTA,MCHP,MDLZ,MELI,MNST,MSFT,MU,MXIM,MYL,NFLX,NTES,NVDA,ORLY,PAYX,PCAR,PCLN,QCOM,QVCA,ROST,SBUX,SHPG,SIRI,STX,SWKS,SYMC,TSCO,TSLA,TXN,ULTA,VIAB,VOD,VRSK,WDC,WYNN,XLNX,XRAY
-0.006310145,-0.003795071,0.000941373,0.001952849,-0.009650941,0.005037794,0.011503824,-0.00644264,0.002604168,-0.000958681,0.007940732,-0.011685526,0.006216778,0.008146837,-0.002806643,-0.008646545,0.003928388,0.014184635,-0.007468029,0.003171861,0.000711997,0.002411469,-0.001237879,-0.004791177,-0.008698616,-0.004387524,-0.002525043,-0.002000602,0.002752927,0.001818596,0.017716999,0,-0.00500738,-0.00389864,-0.010529806,-0.004311819,0.014965539,-0.001726678,0.001590584,0.001268633,0.010342804,0.007403323,0.003125003,-0.007813412,0.006217234,0.001569777,0.008600522,0.001887862,0.011274077,-0.003954137,0.023127437,-0.002337574,-0.010359085,0.001069802,0.001541609,0.005262616,-0.004653752,0.001155995,-0.000326851,-0.007985403,0.012184301,-0.00047805,-0.008386558,-0.010167117,-0.005870038,0.017295373,0.062927153,-0.00536914,0.002620804,0.001781851,-0.003317975,0.000665015,0,-0.001361024,0.017661848,-0.000926553,0.005941577,0.001387925,0,0.004899969,-0.002684565,0.012221852,0.028707464,0.003248655,0.014468811,0.000386274,0.004060385,0.00392478,-0.004851719,0.00735881,-0.00067789,-0.002400962
0.0007391,0.002234139,-0.029387358,-0.001812779,0.015284758,-0.001530557,0.007673564,0.005387737,0.003893581,-0.003362639,-0.006460243,-0.012128711,0.0020637,-0.001825396,-0.005838184,-0.00838509,0.017311402,-0.013971438,0.003207415,-0.000889461,-0.019646056,-0.002232642,-0.007043742,0.006452307,0.011802832,-0.006688988,0,-0.00992749,-0.00675818,-0.003868477,0.004671996,-0.007570059,-0.018716635,-0.000781555,-0.013046499,0.011082325,0.011865663,-0.00254466,-0.001272265,-0.001268633,0.001568354,0.003212144,-0.002677975,0.008924646,-0.001647686,0.00208921,0.01096856,0.217469241,-0.010820665,-0.007157088,-0.001639921,0.002612224,-0.004498433,0.000799224,0.001397518,-0.00231214,0.013542017,-0.012400056,-0.003930565,-0.004436082,0.002398756,0.005721567,-0.006612809,-0.004755817,-0.013263917,0.018861008,0.05045729,-0.002020883,-0.005330722,-0.006378386,-0.003884937,-0.000665015,-0.001961821,0.010421224,0.004367148,0.002279203,-0.001504225,0.012405397,0.006701056,0.002847267,-0.003076926,0.002206195,-0.005115101,-0.014110503,0.006009032,0.001672134,0.000676032,0,0.014948893,-0.006779687,-0.006349228,-0.006753523
-0.006004022,0.006229164,0.008576382,0.003901347,0.004763915,0.008497709,0.010828351,0.001246584,0.009026496,0.009005617,0.003165116,0.016339244,-0.008280478,0.02536628,0.014281564,0.001009931,0.01284089,0.002979994,0.010265577,-0.000654737,0.013219757,0.000625642,-0.003749223,0.000622213,0.003535915,0.032453505,0.008810769,0.003655228,0.002625943,0.003641333,0.006967321,0.02550776,0.003733263,0.000781555,0.004149837,0.00359228,0.00496798,0.002036246,0.005395982,0.000317309,0.022724338,0.004157436,-0.001341682,0.0008881,0.003679323,0.002709464,0.005375669,0.031957326,0.005199514,-0.000638672,0.000523505,0.003153063,0.012010541,0.003730763,0.004322,0.008173576,0.003384246,0.009056861,0.003603608,0.008852572,0.00030581,0.017282441,0.012818341,0.006214606,0.005948184,0.002796108,0.014667483,0.002693604,0.00024666,0.003576907,0.006282356,0.014063731,0.006624535,0.008978849,0.011503824,0.010333449,0.000973581,-0.004118057,0.018073548,0.006881225,-0.003859518,-0.00050869,0.012840286,0.012552466,0.012256089,0.000642385,-0.005755454,0.006993604,0.024579514,0.008862049,0.004992068,0.006272638
0.002305851,0.007071853,0.003410063,0.001528743,0.080021203,0.014004322,0.006623297,0.005447521,-0.002248997,9.54E-05,0.010964946,-0.003005713,0.011299555,0.001017368,0.009903462,0.012704952,0.004161349,-0.004046433,0.007018804,-0.00317677,-0.008392328,-0.00232579,-0.005020931,0.004551104,0.014454917,-0.006935803,0.009839249,0.002765233,0.002205985,0.008370143,0.016260521,0.031355102,0.002544619,0.006851475,0.061291101,-0.00022414,0.015528262,0.008910549,0.013051526,0.018233765,0.012348969,-0.000576453,0.009575844,0.002659576,-0.004746921,0.004982882,0.008769199,0.003813999,0.006965538,0.012381111,0.013754692,0.010754988,-0.001069709,0.0109783,0.003470269,0.00229334,0.020089757,-0.003095978,0.012026799,0.00439707,0.00746329,0.057504494,-0.000363967,0.004000733,0.003383144,0.002944436,0.018643801,0.004361691,0.003282997,-0.001531394,0.005693835,0.006233178,0,0.003120752,0.027398974,0.007994993,-0.001327845,-0.004135085,0.005032723,0.000806452,0.012680285,0.023094553,0.045331858,0.005959339,-0.001826394,0.01453551,0.00946279,0.005172983,-0.015808203,0.010773122,-0.008181864,0.012428458
0.002300546,0.013126419,0.002974296,-0.00069517,-0.026277739,-0.006439172,0.01019146,0.008824843,-0.008073675,0.054649282,-0.00798484,-0.003316753,0.012256724,0.003407899,0.004274778,-0.003494471,0.004071548,0.008288221,-0.007371041,-0.003927767,-0.005553558,0.001700148,-0.002940561,0.003913899,0.019593694,0.017386943,-0.008168775,0.009119597,0.006452078,0.008970681,0.019914241,-0.008470809,0.001369644,0.003717476,-0.035684537,0.003356834,0.04248471,-0.004344099,0.000156213,-0.000311575,0.002350967,-0.004099862,0.025600348,0.006178307,0.001649445,0.006399692,0.003410601,0.022297145,-0.004263442,0.007387067,0.001155046,0.00916572,0.004627166,-0.004351767,-0.003332603,-0.003964533,0.015150883,0.005411687,-0.009903482,0.01877951,-0.01052561,0.001028882,-0.0003641,-0.002180233,-0.000281492,0.018534563,0.012993284,0.000334728,0.01059591,-0.001533743,0.002560821,-0.002516016,0.002398083,0.009309459,-0.003184716,0.000279369,0.000708403,0.010989122,-0.001507159,0.007228947,-0.006512185,-4.14E-05,0.033245465,0.008488797,0.020925766,0.004672611,0.002015183,0.005627477,-0.008384987,0.006154736,0.009312958,-0.000475172
-0.028782293,-0.016214203,-0.023611314,-0.014417182,-0.020746244,-0.012567879,-0.019568315,-0.007776974,-0.025949888,-0.01978818,-0.020692223,-0.032226204,-0.015825705,-0.025215732,-0.01720986,-0.020886729,-0.008745137,-0.014710851,-0.023165683,-0.009307518,-0.005828088,-0.007358253,-0.013553786,-0.016166155,-0.018941591,-0.015023368,-0.024773102,-0.027101743,-0.023957388,-0.017568019,-0.008030672,-0.023996023,-0.015547177,-0.018254661,-0.009391745,-0.022823271,-0.030233408,-0.024598965,-0.019558983,-0.019192032,-0.017597747,-0.021330107,-0.016334894,-0.033097833,-0.014353613,-0.023317388,-0.035032774,-0.025523427,-0.010625171,-0.00959806,-0.012958777,-0.021290383,-0.029917531,-0.007957125,-0.004321404,-0.031216039,-0.023950376,-0.009814128,-0.007698015,-0.027426055,-0.013379503,-0.02634669,-0.050795086,-0.011340893,-0.030296687,0.002041182,-0.028893599,-0.012799097,-0.011661702,-0.01624794,-0.024596709,-0.017523415,-0.013412905,-0.013328176,-0.018142414,-0.021029637,-0.018673761,-0.027702603,-0.038697974,-0.026354657,-0.024116299,-0.008990321,0.004669269,-0.023585388,-0.033154382,-0.013764449,-0.015561808,-0.006918216,-0.054530828,-0.021673337,-0.027273376,-0.012193815
-0.000616271,0.00484796,-0.005663269,-0.000139826,-0.007602535,0.006520345,-0.011555479,-0.000285673,-0.004335508,-0.002582074,-0.001394825,0.009931801,0.041481843,-0.007825058,-0.002363714,0.00119078,-0.008157911,-0.005599842,-0.001623816,-0.011897601,0.00945347,-0.006052686,-0.002989539,0,-0.019085805,0.002635048,0.000855106,-0.008727668,-0.006750131,-0.000227247,-0.001407328,-0.011560822,9.90E-05,0.002359048,0.001178803,0.002739102,0.011601643,-0.001869548,-0.0051102,-0.004776319,-0.001195662,-2.36E-05,-0.004621996,-0.01373648,-0.000590261,-0.000632111,-0.007208892,-0.017783515,0.005891701,0,0.002071652,-0.011164061,0.001097093,0.001065247,-0.000487458,-0.002159362,-0.001555851,0.000259504,-0.007260758,-0.000751786,-0.005714895,-0.004535155,0.00076599,0.009884759,0.003765392,0.006427949,0.002052686,-0.000678196,-0.004027458,0,0,-0.001331015,0.001364567,-0.005378223,-0.00192123,-0.003572198,-0.00951482,-0.002812941,0.00339116,0.004100047,-0.004735605,0.001504011,0.014000907,0.001048493,-0.003707976,0.001595456,-0.010279015,-0.000807559,0.002607139,-0.000144155,0.002088895,0.003601877
0.010499416,-0.002641428,0.004359205,-0.006508231,0.000817327,-0.003254858,-0.000465008,0.019522476,-0.00401876,0.002766253,0.002216503,0.011056624,0.006050262,0.035859831,0.010242472,-0.006481346,0.018208247,-0.004979982,0.005222884,-0.00319219,0.006492749,-0.001541601,0.002989539,-0.002719951,0.032896987,0.011840975,-0.005281844,-0.000514881,0.000564254,0.00623055,-0.006121411,0.014152936,-0.003875983,-0.002044187,0.000749425,-0.000684073,0.022807136,-0.012027547,0.00128,0.001594642,0.023979535,0.000824439,0.00154304,-0.013460403,-0.002660493,-0.003483772,0.018636103,0.019837808,-0.003621552,-0.005707959,-0.005171558,0.010341354,-0.000365564,0.010584271,0.009943997,-0.000432432,0.007626844,0.008011414,0.000331181,0.00566621,-0.011159836,-0.006079046,0.013688427,0.00617398,0.006627311,0.026564941,0.016137037,-0.001357773,0.000329381,-0.003125003,0.004669851,0.002135205,0.006192906,-0.009035635,-0.004893611,0.00911947,0.012576506,0.008415197,-0.032286477,0.036951995,0.008664883,0.004415386,-0.004050576,0.0028777,0.003107616,0.003818742,0.07975115,-0.001940806,-0.034434788,0.011467194,0.003933824,0.000119839
-0.00947155,0.00461793,0.000652245,0.004390772,-0.004093334,-0.003701692,0.011560822,0.002239016,-0.002688174,-0.004614683,7.14E-05,-0.007665222,0.004448522,-0.025143848,0.009284791,-0.001027221,0.009806828,-0.00435067,0.00125662,0.011026969,0.005497803,0.008674492,-0.00964121,0.00020949,-0.01882154,0.001231106,0.009970122,-0.006989678,-0.004806342,0.00619197,-0.007585851,-0.017910927,-0.012216777,0.001258455,-0.000856531,0.000911993,0.00635233,0.008277933,-0.004166005,-0.006393884,0.000500459,-0.003564099,-0.005300366,-0.005623258,-0.005342316,-0.00892294,-0.001421281,-0.010017762,-0.006825965,0.006656126,0.001039578,-0.014229708,0.003831772,0.017612319,0.014695901,0.005176888,0.010859036,-0.004643971,0.011522761,-0.024136058,-0.002479362,0.008953698,0.005273082,0.001808646,0.006583679,-0.00296377,-0.053036455,-0.00272109,0.000329272,0,-0.004482637,0.00222691,-0.010140079,0.017542678,-0.002977522,-0.002414259,-0.011120769,-0.002797205,0.022341355,-0.012299302,0.001371608,0.010419345,0.0082678,-0.005763705,-0.008241253,0.006079816,0.008707437,0.001294289,0.017200057,-0.000427655,-0.000230974,0.00346911
0.001766784,0.002629274,0.011883039,0.003243548,0.007355979,0.012142387,0.012110282,0.009183312,0.009043773,0.017514546,0.014604492,0.034188778,-0.006811659,0.005388859,0.010091244,-0.001028278,0.014673673,0.018575048,0.005546127,0.014022337,0.01184848,0.00359228,0.010067559,-0.002096876,-0.00065538,0.005997019,-0.00070861,-0.001297406,0.003677515,0.009828089,-0.004196878,0.017541036,0.00922755,0.010322269,0.007044538,0.01110493,0.01089995,0.002501304,0.014347448,0.015592997,0.006151819,0.00999022,0.012980052,-0.006127759,-0.001687764,-0.016676916,-0.019585428,0.000887968,0.00319125,0.004412931,0.001717234,-0.008523771,0.004179924,0.002325454,0.000273243,-0.000860956,-0.004941607,0.004901338,-0.000327386,0.021640216,-0.051479564,-0.056083656,0.0288802,0.014352597,0.011629687,0.005451487,0.013245227,-0.000340657,0.006153866,0,-0.003750942,0.006172958,0.011795086,0.009761238,0.003720519,0.012153909,0.010311235,0.005586607,0.01306525,-0.001598083,0.010711954,-0.008509283,0.015012388,0.011234605,-0.008106235,0.004032772,-0.019260531,0.009814253,0.034337439,0.007669947,0.016267972,-0.000238863
0.018135994,0.003058775,0.000429461,-0.003950902,0.00162734,0.000646343,-0.000681586,0.011749722,0.006977932,0.002179244,0.012067514,0.003562949,0.004197278,-0.015506487,0.046909639,-0.000342994,0.005500331,-0.007302438,-0.000892459,0.010029967,0.003527341,-0.001794527,0.001703578,0.004816259,0.008703275,0.007850609,0,-0.005869492,-0.006942013,0.011491839,0.007048319,0.002586368,0.012302088,-0.002648595,0.008050891,0.012319564,-0.00144648,-0.002083985,0.001265423,-0.000315806,0.000497141,0.001320938,0.009571533,-0.001419447,0.009395312,0.008964795,0.001975895,-0.01280351,0.014011529,0.003767074,-0.0034609,0.004201098,0.002535774,0.017647052,0.012059346,0.003868477,0.007640678,-0.006972268,0.004247678,-0.004591951,-0.006471431,-0.00560854,0.053990384,0.003911116,0.002253522,0.00854884,0.004608625,0.005775453,-0.005248925,-0.00496798,-0.002257337,-0.003119031,0.004200426,0.005722119,0.010638398,-0.001265022,0.007798184,0.012456908,-0.003380578,0.014685717,-0.022331976,0.006739044,-0.005301217,0.001038691,-0.00853156,-0.00062905,0.027269374,0.000480192,-0.004328664,-0.006031595,0.01242252,0.001432323
-0.00529205,0.018158735,0.01343447,0.017798348,0.001895222,0.017295189,0.00769757,0.017728395,0.027756884,0.014050488,0.017576356,0.007676447,0.013520747,-0.010712173,0.011857503,0.008199568,0.021428397,0.004087346,0.010657294,0.001860779,-0.006476325,0.014709425,0.001700681,0.001878327,0.019947042,0.016977883,0.00495153,0.003004153,0.005529184,0.006570326,0.022894601,0.020092,0.013323227,0.00389257,0.012998087,0.044838849,0.007929875,0.014086199,0.003314135,0.004726651,0.002647255,0.019547927,0.011623032,-0.005698021,0.004027708,0.017586385,0.014371818,0.036196389,0.009603647,0.003596845,0.001016856,0.010840968,0.04405843,-0.01378429,-0.003779498,0.050402722,0.003391226,0.008001075,0.000977676,0.012804698,0.03982973,-0.005317019,0.032655963,0.00724833,0.00337079,0.025549494,0.00139237,0.004731337,0.011771574,0.0153469,0.016066103,0.013333884,0.006713938,0.019132457,0.01372084,0.012717661,0.009508225,0.020422766,0.01499511,0.000787712,0.000792079,0.015739343,0.016117302,0.01978736,-0.000872578,-0.007960115,0.016902035,0.007175348,0.034736678,0.007798692,0.029852963,0.005234368
-0.007462238,-0.009038151,-0.010433396,-0.008649526,-0.007602535,-0.010212855,-0.007470323,-0.018915447,-0.011336154,-0.016320636,-0.006580775,-0.013025643,-0.011951298,0.002377853,-0.00692638,-0.012324702,-0.013652799,-0.016668857,-0.005669753,0.001133816,-0.004617852,0.001149781,-0.006178778,0,-0.010245554,0.008842024,-0.011068544,-0.000914352,-0.00624027,-0.000655093,-0.017593566,-0.043613712,0.017365352,-0.002333723,0.003327098,0.015838152,0.014730606,-0.005155714,-0.009657322,-0.010428282,-0.018343019,0.002117091,0.013180463,0.002378122,-0.007182596,-0.000951324,0.017742816,0.001155402,-0.003785774,-0.007835803,-0.007061068,0.002071395,0.003973401,-0.012414965,-0.011831073,-0.005522051,-0.003037876,-0.005930145,-0.008505122,-0.019858809,-0.01190297,0.006120167,0.002006019,-0.00937977,-0.022689572,-0.014295707,0.000417333,-0.004392641,-0.007750396,-0.005695071,-0.007067167,-0.00376291,0.001782796,0.008149451,-0.00377633,-0.015111523,0.001855534,0.010723963,-0.005661364,0.001966569,-0.011146612,-0.010519975,-0.018294107,-0.008175825,-0.007732396,0.002154217,0.004143235,-0.008616616,-0.012963868,-0.002333228,-0.004585661,-0.001187226
0.0271584,0.015763556,0.006188007,0.0244984,0.013266744,0.019274133,0.022912053,0.018287672,0.007140569,0.004173099,0.020220589,0.009489988,0.009883045,0.013257132,0.00240581,0.021132347,0.025830551,0.020525729,0.003370291,0.010696767,-0.000949893,0.007046625,0.008088592,0.013461941,-0.000858553,0.021061621,0.016134987,0.015542121,0.014547252,-0.001530222,0.006024115,0.006401829,-0.003450854,-0.006406772,0.047830799,0.002510987,0.03019974,0.016710625,0.011703439,0.010742599,0.02755361,0.009681301,0.012800511,0.013682686,0.012170137,0.012297175,0.007111141,0.032659441,0.013298068,0.013905388,0.007428446,0.012202798,0.006530355,-0.002345451,-0.005073285,0.003684753,0.015907851,0.002840544,0.011757157,0.007974189,-0.003052605,0.001924928,0.02180463,-0.001067426,0.00686109,0.000168811,-0.00208841,0.013454626,0.002127138,0.016222836,0.015372096,0.014176455,0.00930789,0.013575981,0,0.012399893,0.013503055,0.002663117,0.009247433,0.012107158,0.015885958,0.018358082,-0.041339178,0.008684601,0.020792473,0.014202463,0.007629513,0.01242252,0.011876995,0.015104436,0.007413902,0.018128807
-0.02811888,0.010899002,0.01079033,0.008170596,0.01838826,0.025475127,0.025650864,0.0008967,0.011575692,-0.000362188,0.001885395,-0.002955958,0.007990763,0.022948933,-0.000844756,0.012068534,0.005154651,0.018854493,0.010919446,0.01358493,0.00769189,0.013946012,0.017859493,0.018951153,0.015976482,0.012401872,0.003225168,-0.000578806,0.000840925,0.010662706,0.002062436,0.007106819,0.017127438,0.014628334,0.005919512,0.026195166,-0.010813403,0.007898775,0.008922341,0.00969515,0.022341872,0.001839182,-0.021923306,-0.047993855,0.012312919,0.008011279,0.016440102,0.020191531,0.009640741,0.019665713,-0.018377071,0.008954069,0.010394573,0.005465212,0.009440421,0.010670291,-0.009432581,0.010006498,-0.003252035,0.067090442,0.01533199,0.01873368,0.036262597,0.009918608,0.063736918,0.022319587,0.007221251,0.014923175,0.014361884,0.013950765,0.019654864,0.009337097,0.02023506,0.004203733,0.007971634,0.015406709,0.012033214,0.014521707,0.034553346,0.010042572,-0.006522407,0.019212198,0.013285901,0.01414165,0.030744012,0.004731085,-0.010082417,0.010392158,0.012965145,0.021043241,0.013593909,0.012750839
-0.051752948,0.009218586,0.001892148,-0.007623704,-0.00237938,0.010173028,0.010764367,-0.016356033,0.007643349,0.00874628,0.002150394,0.010600806,-0.00592251,0.016443469,0.014350379,0.01946935,-0.006107096,0.009815261,0.018224925,0,0.010670207,0.017503664,0.007262196,0.003224509,0.041193861,0.004184372,0.004190179,-6.29E-05,-0.000981148,0.001514005,0.016900764,-0.021093061,0,0.015178521,0.013095076,0.021748743,-0.002547772,0.004528765,0.004819286,0.004967412,-0.004492947,0.002298177,0.001703578,-0.012865096,0.00892135,-0.001555613,0.008304975,-0.027764138,-0.009640741,0.006671746,-0.00674097,0.005387944,0.001185938,-0.000129411,-0.003818931,0.002927078,0.000172869,0.002295041,0.00162734,0.004134978,-0.009561697,0.023318327,0.009098102,0.003518652,0.011428696,0.023423004,0.011282453,0.009174376,0.00958096,0.00602714,0.002699543,0.001566623,-0.027763326,0.001258672,0.00948283,0.019014562,0.009421104,0.002617803,-0.006815814,-0.019011242,-0.002581159,0.020398503,0.009294899,0.002004009,-0.000294942,0.008410687,0.014480185,0.010750279,0.005810414,0.016185638,-0.003434954,0.021197375
0.002556804,-0.008061605,0.005237259,0.009925901,0.001851118,0.008265343,0.005764935,0.033154188,0.004747596,0.005282727,-0.000839447,-0.020119022,-0.002844952,0.026818827,0.021861856,-0.009852296,0.012284701,0.00559529,-0.009157731,0.006996715,0.012517549,0.002463579,0.002684011,-0.002619121,-0.005082861,-0.00380325,0.013428575,0.000385093,0.003359936,0.009464472,0.003125864,-0.00152381,0.009578972,-0.001980048,-0.008580396,-0.002792741,0.034867381,0.004108428,-0.002795467,-0.003101739,0.001606942,0.004493024,-0.011555874,0.011389081,0.002860959,-0.001558037,0.009215523,0.017304367,-0.00485545,-0.011169905,-0.010375559,-0.003229282,0.010107903,0.00852372,0.012903925,0.012021784,0.007758752,-0.002805766,0.01099623,-0.022837436,-0.006862772,0.001688801,0.008087136,0.011003517,0.006847538,-0.018178092,0.016015543,0.019380452,-0.002436639,0.007980092,0.001436782,-0.002887791,0.015146235,-0.011806336,0.003283606,0.010705308,-8.52E-05,-0.018470182,-0.004736392,-0.009642897,-0.031505029,0.007860101,-0.009419416,-0.007535831,-0.017057137,0.007974035,-0.000455634,0.005409178,-0.018154345,-0.000806452,0.006324047,0.003826679
-0.002836945,0.001575548,-0.005447321,-0.00610756,0.004218303,0.015538161,-0.015663876,0.001585205,-0.004430387,0.012160093,-0.005014399,0.007147142,0.00232829,-0.01628792,-0.006068425,-0.006954822,-0.007802521,0.002888983,-0.002433091,7.79E-05,0.003449469,-0.008007539,-0.002063984,-0.000403551,-0.017685018,0.000254001,0.001511648,-0.005283408,-0.000838926,0.000428082,-0.000367242,0.010995371,-0.001871099,-0.001220443,-0.006878282,-0.010240025,-0.016256849,-0.001701447,-0.001556421,-0.001554485,0.007040029,-0.005711439,-0.00485464,-0.015131133,-0.007263723,-0.003227657,0.014208752,-0.018713016,0.01928193,0.000687469,0.004056702,-0.006218757,0.000167602,-0.004381654,-0.005414895,-0.011921003,-0.002482301,0.004332873,0.004172691,-0.013391804,-0.010107199,-0.002611168,-0.029552606,0.005024701,0.014332493,0.002740851,-0.033126489,0.000639591,-0.003525645,-0.003982086,0.003582949,-0.008328325,-0.002191542,-0.003609487,-0.006147707,-0.006275473,-0.00051164,0.007957602,-0.00626647,-0.006148983,0.015674621,-0.00215153,0.009666102,0.002266718,0.117894163,0.000732869,0.01383058,0.001694002,-0.005448756,0.001612253,0.000961179,-0.009480884
-0.03834073,0.006903071,0.009409374,0.007864223,0.014106817,0.013741873,-0.000216286,-0.003349496,0.009469768,0.018097272,-0.003012626,0.012385885,0.012582012,0.000566091,0.019829272,0.011893104,-0.00142397,0.017565811,0.008662563,0.000396688,0.015490059,0.000342056,-0.002896754,0.008840725,0.012371292,0.021108963,0.008476948,0.013476077,0.014856226,-0.001391938,0.01639381,0.012739026,0.000560364,0.00335264,0.021073951,0.012235636,-0.034741799,0.008279762,0.012999255,0.013597243,-0.002234638,-3.39E-05,0.020868648,0.00920519,0.00935657,0.007480554,0.017689,0.004220009,0.013579258,0.004419055,0.007680295,0.005679528,0.013152608,0.00386824,0.002441504,0.010326424,0.00179079,0.012007981,0.013363228,0.005073087,0.020978644,0.007049838,0.046142849,0.005859055,0.003357875,0.008618534,0.019570636,0.00700863,0.002325116,0.012145397,0.017373243,0.006053482,-0.005867701,-0.002346367,0.011549284,0.002675229,0.028753557,0.007894778,0.017942171,0.003971411,0.019402549,-7.69E-05,0.022438598,0.013493458,0.043233521,0.009599685,0.008622344,0.00705308,0.008239456,0.004888021,0.010618065,0.008806651
0.000625894,-0.000834202,0.004153692,-0.001892393,0.008781048,-0.002928832,0.00625339,0.001235331,-0.002201605,-0.000476634,0.002874197,0.004678371,0.00787906,-0.000283006,0.000505192,0.00016419,-0.012770345,-0.001621074,0.00292826,0.013688052,0.003722718,0.00290276,0.007020471,0.004391225,-0.006372722,0.002483548,-0.000954505,0.000893145,0.001239584,0.00374312,0.003426823,-0.008224345,0.007829943,-0.00442175,0.008651405,-0.005397314,0,0.003669001,-0.000922935,-0.002766253,-0.003521694,-0.004496291,0.003805501,0.013284328,0.001519324,0.00041395,-0.010001274,-0.007608886,0.01339733,0.000759936,-0.004539993,-0.010028543,0.008399951,0.002314392,0.002569208,-0.006203121,0.001268271,0.01112025,0.000947718,-0.002412546,0.008398434,0.004875086,-0.01041357,0.002059733,-0.007246409,-0.013707962,0.006800897,0.003169575,-0.003851405,-0.000246396,-0.002287324,-0.004045439,0.002644727,0.006381707,0.004667288,0.004398541,0.005702259,0.003924138,0.004189778,0.006715411,0.000594118,0.003072435,-0.015004989,0.00247893,-0.006319946,0.002415752,-0.005938644,0.006244785,0,0.004132788,0.007575794,-0.000224845
0.02902624,0.063259799,-0.006028498,-0.002031988,0.013282443,0.011277584,0.006214528,-0.00699087,-0.003785493,-0.003081934,0.022766948,-0.014101291,0.009323489,0.013704139,0.01561254,-0.002794905,0.001991144,-0.009986835,-0.005000441,0.005239736,-0.012349333,-0.002817264,0,-0.001195696,0.004321439,0.015383972,0.006655684,-0.000381609,0.000550433,0.0101955,0.020317933,-0.002631086,-0.001858929,-0.04213449,-0.013684323,0.005397314,0.04538381,0.002273964,-0.00555557,-0.004936758,0.004480007,0.002516522,0.004001269,-0.014771317,-0.007811051,0.001654089,-0.015191997,0.004797526,-0.004658065,-0.010999194,-0.006913632,0.002040956,-0.000656276,0.004482232,0,-0.004425676,-0.000919856,-0.007984074,0.0053535,-0.001369698,0.009444352,-0.001977638,0.035685673,-0.007573186,-0.011231671,0.001668057,-0.010492704,-0.000316506,0.003611126,0.001723502,-0.001057455,0.005348937,0.011235254,0.000420665,0.002114315,0.004776445,-0.006199648,0,0.008571131,0.00490919,-0.002577066,-0.013667639,0.005067321,0.003830239,-0.002144175,-0.004837354,0.00029801,-0.005481134,-0.010740239,-0.001597763,-0.013508015,-0.010625171
0.018539637,0.010132589,0.005821222,0.009984242,0.025305121,0.011151817,0.017785775,-0.000355271,0.016301301,0.005808677,0.026254725,-0.002073153,0.006998279,0.01997095,0.019095871,0.004926927,0.006972004,0.009986835,-0.003636683,0.017900605,0.008626614,0.014176206,0.004926118,0.008537727,0.017706782,0.008875978,0.019040015,0.026658597,0.016509004,0.004428052,0.017835759,0.00600377,0.007042112,-0.014772266,0.022071715,0.014841472,0.018521114,0.00679103,0.003244499,0.003704851,0.015995273,0.013729915,0.022855763,-0.005970167,0.002197068,0.008741764,-0.008908473,0.004774619,0.011814483,0.009783019,-0.003950154,0.004746093,0.006543455,0.010047482,0.009940109,0.001007557,0.02687483,0.007984074,0.020516728,0.031506792,-0.006767404,0.014662798,0.011519844,0.017978397,0.00510907,0.019365268,0.01576548,0.004106782,0.010200917,0.006131227,0.018519048,0.022307886,0.007300622,0.021173567,0.016478518,0.010009303,0.013834213,0.01297035,0.007772689,0.000391696,-0.001986887,0.017800509,0.02975803,0.003201185,0.015674569,0.006645346,-0.002682899,0.007453073,-0.001409444,0.017894763,0.008463868,0.006343474
-0.00495686,0.001936859,-0.006238323,-0.00174604,0.00665765,0.000573449,-0.008429976,0.008315688,-0.011257155,0.003796381,0.004394906,0.006206611,0.01948514,-0.004113539,0.00573995,0.004902772,0.008816007,0.00807922,0.001733403,0.006246916,0.002032292,-0.008634609,0.000409417,-0.005551164,0.005030698,-0.004367349,0.008596432,0.007046024,0.004590261,-0.006120099,0.002769126,-0.011286802,0.007546183,0.001293243,0.002085902,-0.015439737,0.011212605,-0.00609998,0.013939109,0.00981302,0.003137257,0.000211961,0.001436929,0.002989539,-0.000572683,0.00092114,-0.011217375,-0.013256434,-0.011178014,0.011494379,-0.00078052,0.001081666,-0.00130527,-0.009152228,-0.008591244,-0.00727717,0.000222679,0,-0.007412017,0.003042243,-0.041093824,-0.019088597,0.00614846,0.003895339,0.004042517,0.00592261,-0.009483881,-0.006325132,-0.009000101,0.000977517,-0.005902795,0.009318682,-0.006140529,0.005172872,-0.011282242,-0.003150022,0.009765703,0.0102565,-0.006067243,0.00215159,-0.001592357,-0.006013616,0.054244542,-0.004064796,-0.014044577,-0.000120431,-0.003586834,-0.007758463,-0.002667714,0.00730311,-0.008463868,-0.007252978
